Table 1
CODE	OID	AID	OAID	FM	TO	FORM	PRIM	DATE	DATE	TITLE	DESC	IMPRINT	CAT 0	CAT 1	CAT 2	AV	NOTE	SOURCE	SURL	END												
"PUR;;;OID=S 870;;;AID=Coxe;;;OAID=Coxe / Coxe 1815;;;FM=1;;;TO=5;;;FORM=P;;;PRIM=^^^;;;DATE=1815;;;DATE=1815;;;TITLE=Memoirs of the kings of Spain of the House of Bourbon, from the accession of Philip V. to the death of Charles III. 1700 to 1788. Drawn from the original and unpublished documents;;;DESC=vol 1 to 5 of 5 / 2nd ed;;;IMPRINT=London: Longman, Hurst, Rees, Orme, and Brown;;;CAT 0=https://www.google.com/books/edition/Memoirs_of_the_Kings_of_Spain_of_the_Hou/sUAUAAAAYAAJ;;;CAT 1=http://id.lib.harvard.edu/alma/990045000160203941/catalog;;;CAT 2=^^^;;;AV=^^^;;;NOTE=First published 1813 /// 1798 Memoirs of the life and administration of Sir Robert Walpole [London, in 3 vols, 1st ed, http://id.lib.harvard.edu/alma/990124127450203941/catalog] / 1800 Memoirs ... Walpole [Lonodn, in 3 vols, 2nd ed, http://id.lib.harvard.edu/alma/990124882770203941/catalog] / 1813 Memoirs of the Kings of Spain [London, TC Hansard for Longman Hurst et al, 1813, in 3 vols, 1st ed, NOT IN HOLLIS];;;SOURCE=AN - Draft:English settling of Belize;;;SURL=https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize;;;END###"	S 870	Coxe	Coxe / Coxe 1815	1	5	P	^^^	1815	1815	"Memoirs of the kings of Spain of the House of Bourbon, from the accession of Philip V. to the death of Charles III. 1700 to 1788. Drawn from the original and unpublished documents"	vol 1 to 5 of 5 / 2nd ed	"London: Longman, Hurst, Rees, Orme, and Brown"	https://www.google.com/books/edition/Memoirs_of_the_Kings_of_Spain_of_the_Hou/sUAUAAAAYAAJ	http://id.lib.harvard.edu/alma/990045000160203941/catalog	^^^	^^^	"First published 1813 /// 1798 Memoirs of the life and administration of Sir Robert Walpole [London, in 3 vols, 1st ed, http://id.lib.harvard.edu/alma/990124127450203941/catalog] / 1800 Memoirs ... Walpole [Lonodn, in 3 vols, 2nd ed, http://id.lib.harvard.edu/alma/990124882770203941/catalog] / 1813 Memoirs of the Kings of Spain [London, TC Hansard for Longman Hurst et al, 1813, in 3 vols, 1st ed, NOT IN HOLLIS]"	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=^^^;;;FM=1;;;TO=5;;;FORM=P;;;PRIM=^^^;;;DATE=1998;;;DATE=1999;;;TITLE=The Oxford History of the British Empire;;;DESC=vol 1 to 5 of 5 / 1st ed;;;IMPRINT=^^^;;;CAT 0=http://id.lib.harvard.edu/alma/990147209630203941/catalog;;;CAT 1=http://id.lib.harvard.edu/alma/990076805910203941/catalog;;;CAT 2=^^^;;;AV=1;;;NOTE=v. 1. The origins of empire / Nicholas Canny, editor ; Alaine Low, associate editor -- v. 2. The eighteenth century / P.J. Marshall, editor -- v. 3. The nineteenth century / Andrew Porter, editor ; Alaine Low, associate editor -- v. 4. The twentieth century / Judith M. Brown and Wm. Roger Louis, editors -- v. 5. Historiography / Robin W. Winks, editor. /// Possibly see Oxford history of the British Empire. Companion series;;;SOURCE=OB - AH - Britain and Empire, 1685-1730;;;SURL=https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199730414/obo-9780199730414-0226.xml#obo-9780199730414-0226-div1-0002;;;END###"	^^^	^^^	^^^	1	5	P	^^^	1998	1999	The Oxford History of the British Empire	vol 1 to 5 of 5 / 1st ed	^^^	http://id.lib.harvard.edu/alma/990147209630203941/catalog	http://id.lib.harvard.edu/alma/990076805910203941/catalog	^^^	1	"v. 1. The origins of empire / Nicholas Canny, editor ; Alaine Low, associate editor -- v. 2. The eighteenth century / P.J. Marshall, editor -- v. 3. The nineteenth century / Andrew Porter, editor ; Alaine Low, associate editor -- v. 4. The twentieth century / Judith M. Brown and Wm. Roger Louis, editors -- v. 5. Historiography / Robin W. Winks, editor. /// Possibly see Oxford history of the British Empire. Companion series"	"OB - AH - Britain and Empire, 1685-1730"	https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199730414/obo-9780199730414-0226.xml#obo-9780199730414-0226-div1-0002	###												
"PUR;;;OID=S 506;;;AID=Ancona;;;OAID=Ancona / Ancona 1878;;;FM=1;;;TO=5;;;FORM=P;;;PRIM=^^^;;;DATE=1878;;;DATE=1905;;;TITLE=Historia de Yucatan desde la època mas remota hasta nuestros dias;;;DESC=vol 1 to 5 of 5 / 1st ed;;;IMPRINT=Mérida, Yucatán: Imprenta de M. Heredia Argüelles;;;CAT 0=https://www.google.com/books/edition/Historia_de_Yucatán_desde_la_época_sic/FDcCAAAAYAAJ;;;CAT 1=http://id.lib.harvard.edu/alma/990038714920203941/catalog;;;CAT 2=^^^;;;AV=^^^;;;NOTE=^^^;;;SOURCE=AN - Draft:English settling of Belize;;;SURL=https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize;;;END###"	S 506	Ancona	Ancona / Ancona 1878	1	5	P	^^^	1878	1905	Historia de Yucatan desde la època mas remota hasta nuestros dias	vol 1 to 5 of 5 / 1st ed	"Mérida, Yucatán: Imprenta de M. Heredia Argüelles"	https://www.google.com/books/edition/Historia_de_Yucatán_desde_la_época_sic/FDcCAAAAYAAJ	http://id.lib.harvard.edu/alma/990038714920203941/catalog	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###												
"PUR;;;OID=S 802;;;AID=Hon Hnd;;;OAID=HB / HH / Hon Hnd / Hon Hnd nn / Bristowe & Wright 1888 / Metzgen & Cain 1925;;;FM=1;;;TO=^^^;;;FORM=P;;;PRIM=^^^;;;DATE=1888;;;DATE=^^^;;;TITLE=The Handbook of British Honduras for 1888-89 : Comprising Historical, Statistical, and General Information Concerning the Colony, Compiled from Official and Other Reliable Records;;;DESC=vol 1 to 5 of 5 / 1st ed;;;IMPRINT=Edinburgh & London: William Blackwood & Sons;;;CAT 0=https://www.google.com/books/edition/The_Handbook_of_British_Honduras/Z5YvAAAAMAAJ;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=Vols listed in OCLC 1888-89, 1889-90, 1890-91, 1891-92, 1892-93 /// Possibly continued by 1925 Handbook of British Honduras [London, West India Committee, http://id.lib.harvard.edu/alma/990011910380203941/catalog];;;SOURCE=AN - Draft:English settling of Belize;;;SURL=https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize;;;END###"	S 802	Hon Hnd	HB / HH / Hon Hnd / Hon Hnd nn / Bristowe & Wright 1888 / Metzgen & Cain 1925	1	^^^	P	^^^	1888	^^^	"The Handbook of British Honduras for 1888-89 : Comprising Historical, Statistical, and General Information Concerning the Colony, Compiled from Official and Other Reliable Records"	vol 1 to 5 of 5 / 1st ed	Edinburgh & London: William Blackwood & Sons	https://www.google.com/books/edition/The_Handbook_of_British_Honduras/Z5YvAAAAMAAJ	^^^	^^^	^^^	"Vols listed in OCLC 1888-89, 1889-90, 1890-91, 1891-92, 1892-93 /// Possibly continued by 1925 Handbook of British Honduras [London, West India Committee, http://id.lib.harvard.edu/alma/990011910380203941/catalog]"	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=^^^;;;FM=1;;;TO=42;;;FORM=P;;;PRIM=1;;;DATE=1864;;;DATE=1884;;;TITLE=Colección de documentos inéditos, relativos al descubrimiento, conquista y organización de las antiguas posesiones españolas de América y Oceanía, sacados de los archivos del reino, y muy especialmente del de Indias;;;DESC=vol 1 to 42 of 42 / 1st ed;;;IMPRINT=^^^;;;CAT 0=http://id.lib.harvard.edu/alma/990009810530203941/catalog;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=^^^;;;SOURCE=Mack pp 7-8;;;SURL=^^^;;;END###"	^^^	^^^	^^^	1	42	P	1	1864	1884	"Colección de documentos inéditos, relativos al descubrimiento, conquista y organización de las antiguas posesiones españolas de América y Oceanía, sacados de los archivos del reino, y muy especialmente del de Indias"	vol 1 to 42 of 42 / 1st ed	^^^	http://id.lib.harvard.edu/alma/990009810530203941/catalog	^^^	^^^	^^^	^^^	Mack pp 7-8	^^^	###												
"PUR;;;OID=S 818;;;AID=Academia aa;;;OAID=Academia aa / CDI;;;FM=1;;;TO=42;;;FORM=P;;;PRIM=1;;;DATE=1864;;;DATE=1884;;;TITLE=Colección de documentos inéditos relativos al descubrimiento ... de las antiguas posesiones españolas de América y Oceanía;;;DESC=vol 1 to 42 of 42 / 1st ed;;;IMPRINT=^^^;;;CAT 0=http://id.lib.harvard.edu/alma/99154275040603941/catalog;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=First series (42 v., Madrid, 1864-1884) published under title : Colección de documentos inéditos relativos al descubrimiento ... de las antiguas posesiones españolas de América y Oceanía.;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	S 818	Academia aa	Academia aa / CDI	1	42	P	1	1864	1884	Colección de documentos inéditos relativos al descubrimiento ... de las antiguas posesiones españolas de América y Oceanía	vol 1 to 42 of 42 / 1st ed	^^^	http://id.lib.harvard.edu/alma/99154275040603941/catalog	^^^	^^^	^^^	"First series (42 v., Madrid, 1864-1884) published under title : Colección de documentos inéditos relativos al descubrimiento ... de las antiguas posesiones españolas de América y Oceanía."	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###												
"PUR;;;OID=^^^;;;AID=Calendar;;;OAID=^^^;;;FM=1;;;TO=41;;;FORM=P;;;PRIM=^^^;;;DATE=1860;;;DATE=1994;;;TITLE=The Calendar of State Papers, Colonial: North America and the West Indies;;;DESC=vol 1 to 41 of 41 / 1st ed;;;IMPRINT=London : Her Majesty's Stationery Office;;;CAT 0=https://www-british-history-ac-uk.ezp-prod1.hul.harvard.edu/search/series/cal-state-papers--colonial--america-west-indies;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=Digitised with associated CO 1 manuscripts by ProQuest [http://id.lib.harvard.edu/alma/990127712780203941/catalog] /// See Calendar 7 pp 58-59 [18 March 1670, http://search.proquest.com.ezp-prod1.hul.harvard.edu/government-official-publications/governor-sir-thomas-modyford-sec-lord-arlington/docview/1845168670/se-2?accountid=11311] re CO 1/25/15 [Modyford to Arlington 18 Mar 1670] re logwood voyage and Spanish seizures of log merchants / See Calendar 7 p 108 [28 Sep 1670, http://search.proquest.com.ezp-prod1.hul.harvard.edu/government-official-publications/sir-thos-modyfords-proposal-about-logwood-c-being/docview/1845175133/se-2?accountid=11311] re CO 1/25/69 [""Sir Thos. Modyford's proposal about logwood, & c.,"" being the second query in the preceding copy of his propositions to the Privy Council, 28 Sep 1670] / Calendar 7 pp 302-307 re CO 138/1/96-119 [The Governor of Jamaica's, [Sir Thos. Modyford] answers to the inquiries of his Majesty's Commissioners, 21 Dec 1671, http://search.proquest.com.ezp-prod1.hul.harvard.edu/government-official-publications/governor-jamaicas-sir-thos-modyford-answers/docview/1845173538/se-2?accountid=11311] /// CO EXTRACTS IN PROQUEST COLONIAL PAPERS DATABASE NEED CLOSER READING TO EXPAND ON SUMMARIES IN PUBLISHED CALENDAR 11 JUL 2022;;;SOURCE=AN - 'Logwood' search in HOLLIS - ProQuest - Colonial State Papers;;;SURL=https://www.proquest.com/csp/results/BBF1FCD5D9464AECPQ/1?accountid=11311;;;END###"	^^^	Calendar	^^^	1	41	P	^^^	1860	1994	"The Calendar of State Papers, Colonial: North America and the West Indies"	vol 1 to 41 of 41 / 1st ed	London : Her Majesty's Stationery Office	https://www-british-history-ac-uk.ezp-prod1.hul.harvard.edu/search/series/cal-state-papers--colonial--america-west-indies	^^^	^^^	^^^	"Digitised with associated CO 1 manuscripts by ProQuest [http://id.lib.harvard.edu/alma/990127712780203941/catalog] /// See Calendar 7 pp 58-59 [18 March 1670, http://search.proquest.com.ezp-prod1.hul.harvard.edu/government-official-publications/governor-sir-thomas-modyford-sec-lord-arlington/docview/1845168670/se-2?accountid=11311] re CO 1/25/15 [Modyford to Arlington 18 Mar 1670] re logwood voyage and Spanish seizures of log merchants / See Calendar 7 p 108 [28 Sep 1670, http://search.proquest.com.ezp-prod1.hul.harvard.edu/government-official-publications/sir-thos-modyfords-proposal-about-logwood-c-being/docview/1845175133/se-2?accountid=11311] re CO 1/25/69 [""Sir Thos. Modyford's proposal about logwood, & c.,"" being the second query in the preceding copy of his propositions to the Privy Council, 28 Sep 1670] / Calendar 7 pp 302-307 re CO 138/1/96-119 [The Governor of Jamaica's, [Sir Thos. Modyford] answers to the inquiries of his Majesty's Commissioners, 21 Dec 1671, http://search.proquest.com.ezp-prod1.hul.harvard.edu/government-official-publications/governor-jamaicas-sir-thos-modyford-answers/docview/1845173538/se-2?accountid=11311] /// CO EXTRACTS IN PROQUEST COLONIAL PAPERS DATABASE NEED CLOSER READING TO EXPAND ON SUMMARIES IN PUBLISHED CALENDAR 11 JUL 2022"	AN - 'Logwood' search in HOLLIS - ProQuest - Colonial State Papers	https://www.proquest.com/csp/results/BBF1FCD5D9464AECPQ/1?accountid=11311	###												
"PUR;;;OID=^^^;;;AID=McCulloch aa;;;OAID=McCulloch 1866;;;FM=1;;;TO=4;;;FORM=P;;;PRIM=^^^;;;DATE=1866;;;DATE=^^^;;;TITLE=A Dictionary, Geographical, Statistical, and Historical, Of the Various Countries, Places and Principal Natural Objects in the World;;;DESC=vol 1 to 4 of 4 / new rev ed;;;IMPRINT=London: Longmans, Green, and Co;;;CAT 0=https://www.google.com/books/edition/_/rW0DAAAAQAAJ;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=^^^;;;SOURCE=AN - Draft:English settling of Belize;;;SURL=https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize;;;END###"	^^^	McCulloch aa	McCulloch 1866	1	4	P	^^^	1866	^^^	"A Dictionary, Geographical, Statistical, and Historical, Of the Various Countries, Places and Principal Natural Objects in the World"	vol 1 to 4 of 4 / new rev ed	"London: Longmans, Green, and Co"	https://www.google.com/books/edition/_/rW0DAAAAQAAJ	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=Stein, Hosrchelmann & Wappaus 1863-1870;;;FM=1;;;TO=4;;;FORM=P;;;PRIM=^^^;;;DATE=1849;;;DATE=1871;;;TITLE=Handbuch der Geographie und Statistik für die gebildeten Stände;;;DESC=vol 1 to 4 of 4 / 7th ed;;;IMPRINT=Leipzig: J.C. Hinrichs'sche Buchhandlung;;;CAT 0=https://link.gale.com/apps/doc/CY0106247157/SABN?u=camb55135&sid=bookmark-SABN&xid=25bfac24&pg=2;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=Dated 1855-1871, 7th ed, 4 vols in 9 in Gale / 1849-1871 in 4 vols by BL / Dated Leipzig, J.C. Hinrichs'sche Buchhandlung, 1855-1871, 4 v. in 9 in LC;;;SOURCE=AN - Draft:English settling of Belize;;;SURL=https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize;;;END###"	^^^	^^^	"Stein, Hosrchelmann & Wappaus 1863-1870"	1	4	P	^^^	1849	1871	Handbuch der Geographie und Statistik für die gebildeten Stände	vol 1 to 4 of 4 / 7th ed	Leipzig: J.C. Hinrichs'sche Buchhandlung	https://link.gale.com/apps/doc/CY0106247157/SABN?u=camb55135&sid=bookmark-SABN&xid=25bfac24&pg=2	^^^	^^^	^^^	"Dated 1855-1871, 7th ed, 4 vols in 9 in Gale / 1849-1871 in 4 vols by BL / Dated Leipzig, J.C. Hinrichs'sche Buchhandlung, 1855-1871, 4 v. in 9 in LC"	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=R Mane;;;FM=1;;;TO=4;;;FORM=P;;;PRIM=0;;;DATE=1983;;;DATE=1983;;;TITLE=El virreinato;;;DESC=vol 1 to 4 of 4 / 2nd ed;;;IMPRINT=^^^;;;CAT 0=http://id.lib.harvard.edu/alma/990039687150203941/catalog;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=v. 1. Orígenes y jurisdicciones, y dinámica social de los virreyes -- v. 2-3. Expansión y defensa -- v. 4. Obras públicas y educación universitaria / First published 1955 onwards as series Universidad Nacional Autónoma de México. Instituto de Historia. Publicación ; no. 32, 47. 54, 64;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	^^^	^^^	R Mane	1	4	P	0	1983	1983	El virreinato	vol 1 to 4 of 4 / 2nd ed	^^^	http://id.lib.harvard.edu/alma/990039687150203941/catalog	^^^	^^^	^^^	"v. 1. Orígenes y jurisdicciones, y dinámica social de los virreyes -- v. 2-3. Expansión y defensa -- v. 4. Obras públicas y educación universitaria / First published 1955 onwards as series Universidad Nacional Autónoma de México. Instituto de Historia. Publicación ; no. 32, 47. 54, 64"	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=Hume;;;FM=1;;;TO=4;;;FORM=P;;;PRIM=1;;;DATE=1892;;;DATE=1899;;;TITLE=Calendar of State Papers, Simancas;;;DESC=vol 1 to 4 of 4 / 1st ed;;;IMPRINT=^^^;;;CAT 0=https://www.british-history.ac.uk/search/series/cal-state-papers--simancas;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=^^^;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	^^^	^^^	Hume	1	4	P	1	1892	1899	"Calendar of State Papers, Simancas"	vol 1 to 4 of 4 / 1st ed	^^^	https://www.british-history.ac.uk/search/series/cal-state-papers--simancas	^^^	^^^	^^^	^^^	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=^^^;;;FM=1;;;TO=4;;;FORM=P;;;PRIM=^^^;;;DATE=2007;;;DATE=2007;;;TITLE=British Piracy in the Golden Age: History and Interpretation, 1660–1730;;;DESC=vol 1 to 4 of 4 / ^^^ ed;;;IMPRINT=London : Pickering & Chatto;;;CAT 0=http://id.lib.harvard.edu/alma/990104776730203941/catalog;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=0;;;NOTE=^^^;;;SOURCE=OB - AH - Piracy;;;SURL=https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199730414/obo-9780199730414-0077.xml;;;END###"	^^^	^^^	^^^	1	4	P	^^^	2007	2007	"British Piracy in the Golden Age: History and Interpretation, 1660–1730"	vol 1 to 4 of 4 / ^^^ ed	London : Pickering & Chatto	http://id.lib.harvard.edu/alma/990104776730203941/catalog	^^^	^^^	0	^^^	OB - AH - Piracy	https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199730414/obo-9780199730414-0077.xml	###												
PUR;;;OID=S 502;;;AID=Bancroft;;;OAID=Bancroft 1883;;;FM=1;;;TO=39;;;FORM=P;;;PRIM=^^^;;;DATE=1882;;;DATE=1890;;;TITLE=The Works of Hubert Howe Bancroft;;;DESC=vol 1 to 39 of 39 / reprint of 1st ed;;;IMPRINT=San Francisco: A. L. Bancroft & Co;;;CAT 0=https://www.google.com/books/edition/History_of_Central_America/eSoPAAAAYAAJ;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=History of Central America. Vol. II. 1530–1800 = The Works of Hubert Howe Bancroft. Vol. 7.;;;SOURCE=AN - Draft:English settling of Belize;;;SURL=https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize;;;END###	S 502	Bancroft	Bancroft 1883	1	39	P	^^^	1882	1890	The Works of Hubert Howe Bancroft	vol 1 to 39 of 39 / reprint of 1st ed	San Francisco: A. L. Bancroft & Co	https://www.google.com/books/edition/History_of_Central_America/eSoPAAAAYAAJ	^^^	^^^	^^^	History of Central America. Vol. II. 1530–1800 = The Works of Hubert Howe Bancroft. Vol. 7.	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=^^^;;;FM=1;;;TO=37;;;FORM=L;;;PRIM=^^^;;;DATE=1882;;;DATE=1913;;;TITLE=Colonial Guardian;;;DESC=vol 1 to 37 of 37 / issue 1 to ^^^ of ^^^;;;IMPRINT=Belize, British Honduras: Frederick Gahne, M.D;;;CAT 0=https://catalog-crl-edu.ezp-prod1.hul.harvard.edu/Record/11875083-1103-5d02-916a-a316c5d80a63;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=See “Our Constitutional Victory” in vol 10 no 29 for 18 July 1891 p 2 [https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=WHNPLAN2&docref=image/v2%3A143435E731FE3051%40WHNPLAN2-144E35088C931DC0%402411932-144E26FE8AA08CF0%401-144E26FE8AA08CF0%40] / See “Belize, Saturday, June 29th 1907” in vol 26 no 26 for 29 June 1907 p 2 [https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=WHNPLAN2&docref=image/v2%3A143435E731FE3051%40WHNPLAN2-143E51A167B47978%402417756-143E098A18067F58%401-143E098A18067F58%40] / See “The Town of Belize” in vol 29 no 48 for 26 Nov 1910 p 2 [https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=WHNPLAN2&docref=image/v2%3A143435E731FE3051%40WHNPLAN2-143F4F31C6B84A88%402419002-143E0B498B4F4F38%401] / See “British Honduras–Then & Now” in vol 30 no 30 for 29 July 1911 p 2 [https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=WHNPLAN2&docref=image/v2%3A143435E731FE3051%40WHNPLAN2-143F4F913702FE18%402419247-143E0B4A0BA71010%401-143E0B4A0BA71010%40] / See “Libelling British Honduras” in vol 31 no 34 for 24 Aug 1912 p 2 [https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=WHNPLAN2&docref=image/v2%3A143435E731FE3051%40WHNPLAN2-143F50011C7BAFE0%402419639-143E0B4B32B95230%401-143E0B4B32B95230%40];;;SOURCE=AN - ‘Buccaneers’ search in HOLLIS - Readex - Latin American Newspapers - Series 2 - ‘Belize’ Place of Publication;;;SURL=https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/results?p=WHNPLAN2&f=advanced&sort=YMD_date%3AA&val-base-0=buccaneers&fld-base-0=ocrtext&bln-base-2=and&val-base-2=Belize&fld-base-2=publocation;;;END###"	^^^	^^^	^^^	1	37	L	^^^	1882	1913	Colonial Guardian	vol 1 to 37 of 37 / issue 1 to ^^^ of ^^^	"Belize, British Honduras: Frederick Gahne, M.D"	https://catalog-crl-edu.ezp-prod1.hul.harvard.edu/Record/11875083-1103-5d02-916a-a316c5d80a63	^^^	^^^	^^^	"See “Our Constitutional Victory” in vol 10 no 29 for 18 July 1891 p 2 [https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=WHNPLAN2&docref=image/v2%3A143435E731FE3051%40WHNPLAN2-144E35088C931DC0%402411932-144E26FE8AA08CF0%401-144E26FE8AA08CF0%40] / See “Belize, Saturday, June 29th 1907” in vol 26 no 26 for 29 June 1907 p 2 [https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=WHNPLAN2&docref=image/v2%3A143435E731FE3051%40WHNPLAN2-143E51A167B47978%402417756-143E098A18067F58%401-143E098A18067F58%40] / See “The Town of Belize” in vol 29 no 48 for 26 Nov 1910 p 2 [https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=WHNPLAN2&docref=image/v2%3A143435E731FE3051%40WHNPLAN2-143F4F31C6B84A88%402419002-143E0B498B4F4F38%401] / See “British Honduras–Then & Now” in vol 30 no 30 for 29 July 1911 p 2 [https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=WHNPLAN2&docref=image/v2%3A143435E731FE3051%40WHNPLAN2-143F4F913702FE18%402419247-143E0B4A0BA71010%401-143E0B4A0BA71010%40] / See “Libelling British Honduras” in vol 31 no 34 for 24 Aug 1912 p 2 [https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=WHNPLAN2&docref=image/v2%3A143435E731FE3051%40WHNPLAN2-143F50011C7BAFE0%402419639-143E0B4B32B95230%401-143E0B4B32B95230%40]"	AN - ‘Buccaneers’ search in HOLLIS - Readex - Latin American Newspapers - Series 2 - ‘Belize’ Place of Publication	https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/results?p=WHNPLAN2&f=advanced&sort=YMD_date%3AA&val-base-0=buccaneers&fld-base-0=ocrtext&bln-base-2=and&val-base-2=Belize&fld-base-2=publocation	###												
