Table 1
ID	OID	CF	LOC	QUOTE	NOTES	RE 0	DESC	ATT	CLG	FLR	DATE	SETTLEMENT DEF	DESC	SOURCE	SURL	END	
d80	^^^	Z Castellanos	pp 176-177	"Santo Tomás de Castilla.—A principios del siglo XVII la piratería abundaba en nuestras costas, especialmente en el Océano Atlántico, pudiendo entonces aplicarse las palabras de un escritor moderno: ""Golfo Dulce era un vivero de piratas”. [new para] Por esta razón, en 1596 el Ayuntamiento de Guatemala había elevado al Rey Felipe II, un memorial pidiendo protección en las costas; memorial que quedó archivado en España, y como sucediera esto, el 15 de marzo de 1603 el mismo Ayuntamiento se presentó en cuerpo al Gobernador del Reino, Doctor don Alonso Criado de Castilla, poniéndole de manifiesto los graves daños que ocasionaban los piratas en Puerto Caballos, Trujillo y Golfo [start p 177] Dulce, solicitando que se establecieran guarniciones en dichos puntos y que se nombrara una comisión o persona capacitada para ir a estudiar un sitio que el piloto Francisco Navarro había encontrado en la bahía de Amatique, propio para establecer en él un puerto seguro y abrigado. [new para] Como nada de esto se obtuvo, el Ayuntamiento nombró para ir a estudiar el sitio que indicaba Navarro, al Alcalde don Esteban de Alvarado y al Regidor don Carlos Vásquez de Coronado, quienes efectivamente llegaron a la costa de la bahía, descubriendo el 7 de marzo de 1604 el puerto que llamaron Santo Tomás de Castilla, por el santo del día y en honor al Gobernador. [new para] Hechos los sondeos y demás estudios del caso, indios loqueguas comenzaron a construir tinglados, llegando unas sesenta u ochenta familias de Puerto Caballos a poblar, fuera de los mismos indios que en seguida fueron dedicados a la apertura de un camino directo, sin pasar por Golfo Dulce, para comunicar el puerto con la ciudad capital. [new para] Se sabe además que aquellos indios desaparecieron, víctimas del clima y las enfermedades tropicales, lo que sucedió también con otros indígenas de Roatán, que en 1655 fueron trasladados de aquella isla a Santo Tomás, librándolos de los piratas. [new para] El monarca español autorizó por real cédula la apertura de aquel puerto, premiando debidamente al piloto Navarro y al Alcalde Alvarado. [new para] Pero la tranquilidad de dicho puerto no fué duradera: dos años después de su fundación una banda de piratas lo asaltó, y en 1607, una partida de holandeses, que llegaron en ocho urcas, no sólo lo asaltaron sino que lo incendiaron. Entonces un comerciante de Honduras, Juan Monasterios Bidé, dispuso proteger aquella población y levantó en las inmediaciones, a la orilla del mar, un pequeño fuerte instalando en sus muros siete cañones que tomó de sus propias embarcaciones."	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	###	
d81	^^^	G Palaez	vol 2 cap 66 pp 139-140	"Si los tratados [of 1667, 1670] invocados por el almanaque [Hon Alm for 1828] no prestaban apoyo á la posesion del territorio de Yucatan, mucho menos podian dispensarlo á la ocupacion del de Balis. Lo primero, por llevar consigo idéntico vicio: lo segundo, por ser ella posterior á los tratados. La introduccion formal en el territorio data el año de 680, y los tratados fueron celebrados en 670 y 667. Asi aparece literalmente de la narracion del almanaque: consta de la de [start p 140] Ximenes, ya referida [ie Ximenez lib. 5 cap. 33 per G Palaez 2 cap 63 p 124 or Ximenez cap. 31 per G Palaez 2 cap 63 p 127], que por este tiempo solo menciona entradas y salidas de piratas al interés de palo de tinte: de la de Delgado, cuyo testimonio oficial por el carácter de empleado, y coetáneo al hecho que refiere, muestra que hasta el año de 677 no poseian los ingleses mas que el cayo Cosina, y el islote del rio Tejach, sin hacer asiento aun en la tierra firme de la costa. Delgado recorrió cuidadosamente, y reconoció todas las bocas de los rios, y vió desierta la de Balis, que se conceptúa de primera fundacion. Robertson mismo denota la posterioridad de ella, cuando describiendo los progresos de este negocio [in Robertson lib. 7 s 68 per G Palaez 2 cap 65 p 134], añade: y en fin, ellos han colocado su principal establecimiento en la bahia de Honduras."	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d82	^^^	Winzerling	pp 35-36	"Soon the colonists found out that the soil of Old Providence was worthless for their agriculture, and they began to look elsewhere. In 1631 they were active in Tortuga and resolved that henceforth that island should be called Association. But the island of Tortuga was also too small and too exposed to attack, and so they began in the same year to [start p 36] establish themselves in increased numbers on the Cockscomb Coast, a region from which they could not be expelled but by a strong Spanish naval force on account of the coral reefs, while to attack from the land would have been still costlier. Small plantations were already established here by Captain Daniel Elfrith who made the preliminary survey and recommendation. They cultivated the fresh soil which was then right on the beach and grew an abundance of potatoes and pumpkins."	"1613 Capt D Elfrith brings famined Bermudans a caravel of meal taken from his friend Fisher in the ""West Indies"" /v Winzerling p 34 / ≤ 1624 D Elfirth and Capt Powell of the Hopewell had already reconnoitred the Bahamas, St Kitts and Nevis, Barbados, and the Cockscomb Coast /v Winzerling p 35 / Capts Powell and Elfrith with their Dutch colleagues ranged the whole eastern coast of tropical America. This friendship was formed in the Amazon where between 1615 and 1625 they often visited the Dutch trading posts, forts, [start p 50] and plantations. /v Winzerling pp 49-50"	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d83	^^^	Ancona	vol 2 p 373	"Stephens, ocupándose de Belice, ha dicho en una de sus obras: ""El almanaque de Honduras que asume el carácter de cronista de este establecimiento, envuelve en el romance su historia primitiva, atribuyendo su orígen á un bucanero escosés, llamado Wallace."" Añade luego que los habitantes de aquiel establecimiento se glorian de tener este orígen y que todavía se señala el lugar en que el osado aventurero estableció sus fortificaciones (5)."	"Quote from Stephens 1 cap 1 / Pobre autoridad histórica es ciertamente un almanaque, aunque no deja de darle cierto respeto el hecho de haberse constituido en un eco de una tradicion popular. Hay otra autoridad que todavía nos parace de mayor peso, no obstante que tambien le falte el requisito de citar la fuente en que se haya inspirado. Hablamos de Webster [Dictionary, revised by Goodrick and Porter, Springfield, Mass., 1875] /v Ancona 2 p 374"	Old R	un bucanero escosés establece fortificaciones	1p	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d84	^^^	Finamore	pp 21-22	"The 1670 Treaty of Madrid that temporarily settled territorial disputes between England and Spain does not specifically mention Belize as the site of any English settlement. The Jamaican governor Modyford's 1672 list of the principal British logwood works includes ""Cape Catoche, Cozumell, Champatone, Port Real and St. Paulo,"" but does not mention Belize [Burdon 1 p 2]. There were no doubt many Englishmen passing along this coast, obtaining food from the sea, fresh water from the mainland, [start p 22] protection from Spanish guarda costas in the multitude of secluded cays, rivers, and remote backwaters that would allow one to careen a vessel or await a passing merchant ship that might become the next prize."	There is no substantiated evidence for significant English settlement anywhere on the coast of Belize before 1680 (Burdon I 931: 2) /v Finamore p 22	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d85	^^^	Donohoe	p 28	The 1829 Almanack states that the first British settlement was made in 1638 by shipwrecked sailors.	No contemporary authorities for the local statements [in Hon Alm] have as yet been discovered. /v Donohoe p 28	Hon or Old R	shipwrecked sailors make first British settlement	0	1638	1638	in 1638	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d86	^^^	Donohoe	p 28	The 1839 and 1827 Almanacks give the founder of this settlement as Wallace.	No contemporary authorities for the local statements [in Hon Alm] have as yet been discovered. /v Donohoe p 28	Hon or Old R	Wallace founds settlement	0	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d87	^^^	Finamore	p 24	"The Belize settlement received regular introductions of new European populations from the early 1680s on, such as the mutinous crew of Captain Coxon, who were sent there to evacuate the logwood cutters [Burdon 1 p 57; Joseph 1989 article ""John Coxon and the role of buccaneering in the settlement of the Yucatan colonial frontier"" in Bzean Stud vol 17 issue 3 pp 2-21, cf p 14]. Though the life of a wood cutter at this time is well documented as being a transient one [e.g., John Masefield ed, Dampier's voyages : two voyages to Campeachy, in 2 vols, reprint of 1717 ed, London: E Grant Richards, 1906], at least some of the mariners remained as settlers, since in 1705, ""the River of Bullys"" was described as the primary point of lading for English logwood ships [Burdon 1 p 60]. Though the numbers are unrecorded, the year 1717 must have seen a large influx of settlement when the logwood cutters were driven out of the Bay of Campeche."	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d88	^^^	Hon Alm	for 1826 p 5	"The British Settlement of Honduras, of which Belize is the capital, cannot be traced to be of any greater antiquity than from the administration of Oliver Cromwell, in Great Britain, at which period it was, from its remote and secret situation, used by the English, rather as a place of refuge and concealment, from the dreadful and savage warfare then carried on by the Spaniards [...] ."	"Quote via Weekly XV no 759 for 11 Nov 1828 p 4 /// Cromwell as Lord Protector from 1649 until his death in 1658, although it could be argued that his 'administration' included the years of the Civil War that began in 1642 /v B-Thomas p 139 fn 8"	^^^	^^^	^^^	1642	1658	in Cromwell’s govt	^^^	the English settle Hon as haven	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d89	^^^	Weekly	vol 25 no 759 for 11 Nov 1828 p 4	"The British Settlement of Honduras, of which Belize is the capital, cannot be traced to be of any greater antiquity than from the administration of Oliver Cromwell, in Great Britain, at which period it was, from its remote and secret situation, used by the English, rather as a place of refuge and concealment, from the dreadful and savage warfare then carried on by the Spaniards, not only against the British, but also agains the subjects of every other power, who at that time attempted any interference with the Trade tot he Western World, and which the Crown of Spain had determined, from political motives, to keep for its sole advantage. The English, however, driven to the this spot, by the savage ferocity of their enemy, the Spaniards, occasionally carried on the avocation of Logwood cutting, and not unfrequently sallied forth to seek revenge by committing depredations in the neighbouring seas, and contiguous shores, thus keeping up a warfare prompted by vindictive motives, in which they were mostly obliged to retreat, and seek protection amongst the adjacent keys, where the intricacies of the navigation prevented pursuit. "	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d90	^^^	Winzerling	pp 36-38	"The Calendar of State Papers tells us that in May and July 1633 Captain Sussex Camock was appointed director of a trade at Cape Gratia de Dios, with Edward Williams and Nath. Marston agents for such trade ""in regard to their knowledge of those parts,"" and that Captain Sussex Camock was also made commander of the passengers on board the ""Golden Falcon,"" and entrusted with the supplies for Governor Bell and his wife. He was further instructed from Providence to advise of a fit place to establish a colony for trade, the men, ordnance and ammution requisite, and to provide needful things for fortification requested by Captain Axe. No trading post was established at Cape Gracias a Dios though it then had the best harbour of the whole east coast surrounded by land and having deep water which was only made shallow over a hundred years later when the mahogany cutters dug a canal from the Wanks River so that their logs could be conveniently moored in this bay which became shallower and shallower from the debris brought in that could not get out of the narrow entrance. Here they traded from their ships, as this harbour was too exposed to Spanish attack and too much out of the way for their best market, the interior of the Kingdom of Guatemala. [new para] In this work the name ""Cape Gracias a Dios"" is used only to designate the cape discovered by Columbus in 1502, but the name ""Cape Gratia de Dios"" means an area with a strictly maritime orientation which lies between Bluefields in the south and Belize in the north, comprising within this range [start p 37] Old Providence and Henrietta, the cayes off Cape Gracias a Dios. the Bay Islands of which Ruatan is the largest, and the Cockscomb Coast. From the Puritan point of view it was correctly named, taking its name from the cape which was the most conspicuous landmark to their seamen, as the Cape of Good Hope gave its name to a vast area in South Africa. [new para] For the trading stand the coast was selected which lies at the foot of the Cockscomb Mountains in the Bay of Honduras and is protected by the barrier-reef. Silk-grass grew there in
great abundance in the creeks and lagoons where some Moskito Indians lived. There was nothing casual in this selection. It was a direct result of the various reports made by the Elizabethan captains to the statesmen, nobles, and bishops in the homeland who sponsored, protected, and financed their expeditions to the Bay. The three main objects of Captain Camock were to trade with the Spaniards from a fortified stand or depot he would establish, to gather silk-grass and plant tobacco on a greater scale with his colonists, with whom he identified himself completely, knowing that their success would be his and their failure would also be his. The third object was to have a safe base from which to undertake piratical raids on Spanish shipping because a colony must be self-supporting. Old Providence and Cape Gracias a Dios were right in the track of the Escuadra de Barloviento and needed too much outlay in fortification. [new para] Thus the history of British colonization in the Bay began in 1629 with the privateers of the Earl of Warwick. It began with silk-grass and tobacco. This area is over 300 years in unbroken British occupation. They clearly gave the position as between 10 and 20 degrees north latitude, and 290 and 310 degrees of longitude, which of course was not computed from Greenwich but from Ferro, and puts Old Providence, Cape Gracias a Dios, and the Cockscomb Coast within its area, with the 20th parallel passing at Tortuga. The privateers used to sail from Old Providence, pass Colson Bay on the windward side of Ruatan, then to the reef which bears the the Providence company to Captain Billinger of the “Expec- [start p 38] name of their associate Glover, then to their anchorage at the fort and the stand by way of the Tobacco Caye channel. The trade wind dictated this course which was very accommodating. The Spaniards of the Honduras and Guatemala coasts were glad to get the English merchandise smuggled to them from the Stands with the proper contraband formalities like selling at night and gifts for the commandant."	"The region called four times ""the Mosquitos"" in the State Papers is not the diminutive Mosquito Cayes off Cape Gracias a Dios. The Mosquitos, as a geographic designation for the Bay and the Shore is of Huguenot corsair origin, and belongs to the same class of names they used for the regions they frequented like, the Brazils, the Guayanas, the Barbadoes, the Floridas, the Canibales. In Ziock's dictionary the Moskito name for Belize, the coronation city of the Moskito king, is given as Bey. /v Winzerling p 38 /// In 1641 the island of Providence and its forts were captured from Governor Andrew Carter by a Spanish squadron under Admiral Diaz Pimienta, and that colony came to an end. No more merchandise came from England for trading or barter. This cutting off of the head of the whole venture had its natural repercussions on the colony at the Stand, which began to fall to pieces, because of the already existing dissensions, the low moral standards, the call from the more profitable field of privateering against Spanish ships. Then the Earl of Warwick allowed Providence-Mosquitia and the Cockscomb Stands to lapse as the Huguenots had allowed their Florida venture to lapse, and the Dutch their Forts Orange and Nassau in the Bahamas and their Forts Orange and Nassau on the Tapayos in the Amazon, for neither one of these had then gone much beyond the experimental stage. /v Winzerling p 47 /// The Spanish seizure of Providence in 1641 had caused several shiploads of colonists to deviate to the Cockscomb Cobast. In the Journal of Governor Winthrop of Massachusetts we read of the wanderings of the Puritans in their efforts to find a resting place for their church and community. In October 1635 Roger Williams was banished from Salem on a religious dispute, and he founded Providence, Rhode Island, in June 1636. He was the founder of the Baptist Church of America, and it is because of these Puritan settlements that the Baptist Church is by far the oldest Protestant religious denomination in British Honduras. Captain W. A. Blewfield was a link between Roger Williams and the Puritan settlers of the Cockscomb area of Cape Gratia de Dios. /v Winzerling p 48"	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d91	^^^	Gibbs	p 21	"The central hero of this romance [romance surrounding the early history of Hon] was a Scottish rover named Wallace, or Wallis, ""who so distinguished himself,"" naively remarks the Honduras Almanac fifty-six years ago, ""by acts of bravery and desperation that his name became a terror to the Spaniards.”"	"Gibbs cap 3 entitled Early settlement of British Honduras, 1638 to 1717"	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d92	^^^	Asturias aa	p 13	"The commonly accepted origin of British Honduras is that Belize was first settled by some shipwrecked Englishmen in 1638, and that Wallace, or Wallis, a buccaneer, established himself there about that date."	"Quote in J. A. Burdon to F. Asturias, undated letter, received 4 Oct 1930 /v Asturias aa p 14"	Old R	shipwrecked Englishmen settle or establish themselves	0	^^^	^^^	in or about 1638	^^^	Englishmen settle Hon after wreck	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d93	^^^	Finamore	p 21	"The date of the earliest semi-permanent settlement of the southeastern coast of the Yucatan peninsula by English mariners has been a matter of debate for many years, with most sources repeating the traditional legends of early settlement for which there is no evidence. The mysterious pirate Wallis (also Willis, Wallice, Wallace, and in Spanish, Valis) who, according to many sources was supposed to have given his name to the modern nation [C Quijano p 46; Dobson, History of Belize, London: Longman Caribbean, 1973, cf p 50], was likely never at Belize. The legend of settlement at the Belize River mouth by English mariners as early as the 1630s has persisted since at least the early nineteenth century [Bridges 2 p 134]. No actual corroborating historical evidence is known to exist, however, and there seems to be little likelihood that any will be turned up at this late date. "	There is no substantiated evidence for significant English settlement anywhere on the coast of Belize before 1680 (Burdon I 931: 2) /v Finamore p 22	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d94	^^^	Finamore	p 19	"The earliest English exploitation of the logwood tree may have been at Cape Catoche, Yucatan, where English adventurers from Jamaica cut coastal stands of the wood prior to settling in the Bay of Campeche [John Masefield ed, Dampier's voyages : two voyages to Campeachy, in 2 vols, reprint of 1717 ed, London: E Grant Richards, 1906, cf vol 2 p 115; Robertson, History of America, in 3 vols, London: A Strahan T Cadell W Davies, 1803, cf vol 3 p 365]. [new para] English pirates regularly attacked Spanish settlements around the Laguna de Terminos in the Bay of Campeche during the late sixteenth and early seventeenth centuries, often carrying away cut logwood that they found in warehouses and in ships. Eventually, by 1662, English mariners began settling at ""Campeachy"" [Campeche], cutting logwood for export to Europe via Jamaica and New England [Thornton 1953 article ""The English at Campeachy 1670-82"" in Jamaican Hist Rev vol 2 issue 3 pp 27-38, cf p 27]."	"The earliest period of semi-permanent English settlement in what is now Belize constitutes a poorly understood time in Caribbean and Central American history. [...] The chapter [cap 2] is divided into three sections. The first section describes the earliest history of logwood extraction by small groups of English mariners operating independently,  [...] The second section of the chapter addresses mahogany extraction in the settlement [...]. /v Finamore p 16 /// There is no substantiated evidence for significant English settlement anywhere on the coast of Belize before 1680 [Burdon 1 p 2] /v Finamore p 22"	Catoche / Cam B	earliest English exploitation of logwood / English mariners begin settling	1p	^^^	1662	after logging in Catoche / by 1662	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d95	^^^	Hon Hnd	for 1888-89 p 23	"The first appearance of the English on the coast of Honduras, according to reliable authority, as already stated, was in 1638, when a few shipwrecked mariners or other adventurers were cast away and found refuge upon the mainland of the continent, and made for themselves a habitation and a home, which ultimately became the nucleus of a British woodcutting and trading community, able to hold its own against all the onslaughts and efforts of the most powerful kingdom then known on earth. [new para] In or about the year 1662, the first regular establishment of English logwood cutters was made by adventurers from Jamaica, incited, no doubt, by the increasing demand for logwood. "	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d96	^^^	Hon Hnd	for 1888-89 p 22	"The first mention made in any historical or statistical document extant of British inhabitants on the coast-line of Central America, is of a few persons who were wrecked on the coast in 1638; and it is certain that thirty-three years subsequently Belize was a thriving and prosperous settlement, as in 1671, Sir Thomas Lynch, Governor of Jamaica, in his report to the King, stated it ""increased his Majesty's customs and the national commerce more than any of his Majesty's colonies,"" and that as far back as two hundred years ago it was a flourishing and wealthy settlement."	"The early history and settleemtn of this interesting, and in some respects important, colonial dependency of Great Britain is involved in so much mystery and uncertainty, consequent upon the loss and destruction or defacement by fire, hurricane, negligence, and the incursions of foreign invaders, and their attendant acts of plunder, of many if not most of the more valuable RIENDO pertaining to the settlement, as to make it extremely difficult to render anything like a full or thoroughly accurate and satisfactory account of the occupancy and early struggles of the first settlers, or any account whatsoever of the various incidents of romance and reality which marked their career. /v Hon Hnd for 1888-89 p 22"	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d97	^^^	Avery	p 333	"The first recorded mention of a settlement at Belize was in 1638, when a few mariners and adventurers formed the nucleus of what has become entirely a wood-cutting and trading community. At first a settlement, then a superintendency, later a dependency of Jamaica, in I884 a full Crown colony was established, and Belize is its capital."	^^^	Old R	a few mariners and adventurers form settlement or nucleus of soon-t—be an entirely wood-cutting and trading community	2p	1638	1638	in 1638	form nucleus of to-be community	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d98	^^^	Craig	p 55	"The first settlement in the Bay of Honduras is commonly attributed to a certain Captain Peter Wallis of the Moskito shore. He is generally believed to have established a small camp or base at the mouth of a river in what is now British Honduras sometime during the year 1640. His exact motives for choosing this location are not a matter of record. In view of the fact that the extensive backswamps on either side of this river contained vast quantities of logwood, it seems likely that he arrived there on a cutting expedition. His name was given both to the settlement and the river, being progressively corrupted to VALLIS and finally BELIZE. "	^^^	Old R	Shoremen establish small camp or base likely for logwood cutting	0	1640	1640	during the year 1640	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d99	^^^	Winzerling	p 57	"The founding of this site, where now stands Belize, must have occurred approximately in September 1640. Willis was the first to establish himself at this part of the mainland with which the Puritans were already familiar, as Captain William Parker before them. In the following year the Earl of Warwick's colony at the two Stands came to an end by the Spanish re-taking of Old Providence, but Willis was not alone. Samuel Colson and Bluefields were at the Stand, Glover at his reef, while others of the Earl of Warwick's colonists were established between the two Stands, cultivating mainly tobacco and silk-grass which were sold to visiting vessels from New England. A section of Comock's Bight is still called Johnsie Rongoe Bight, and in the Calendar of State Papers we see that on May 22, 1685 John Rongoe, a Negro, made a declaration for a clandestine shipment of tobacco to New England."	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d100	^^^	Curry	p 32	"The Guatemalan authority, Francisco Asturias, is inclined to give credit [for first Hon settlement] to Peter Wallace, an English buccaneer and Sir Walter Raleigh's first lieutenant, and to place the foundation in 1603."	Quote content from Asturias aa p 12 / It is not certain when the first settlement was made or who estab- lished it. /v Curry p 32	Hon	English buccaneer and first lieutenant founds first settlement	0	1603	1603	in 1603	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d101	^^^	Stephens	vol 1 pp 14-15	"The Honduras Almanac, which assumes to be the chronicler of this settlement, throws a romance around its early history by ascribing its origin to a Scotch bucanier named Wallace. The fame of the wealth of the New World, and the return of the Spanish galleons laden with the riches of Mexico and Peru, brought upon the coast of America hordes of adventurers—to call them by no harsher name—from England and France, of whom Wallace, one of the most noted and daring, found refuge and security behind the keys and reefs [start p 15] which protect the harbour of Balize. The place where he built his log huts and fortalice is still pointed out; but their site is now occupied by warehouses. Strengthened by a close alliance with the Indians of the Moscheto shore, and by the adhesion of numerous British adventurers, who descended upon the coast of Honduras for the purpose of cutting mahogany, he set the Spaniards at defiance."	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d102	^^^	Winzerling	pp 56-57	"The Mexican editor, Justo Sierra, whose information was based on documents long since rotted away, tells us that ""Peter Wallace was a daring and enterprising Scotch buccaneer who was moved by the reputation for riches of this region, and that in association with the most resolute of his comrades determined to search for a site where he could permanently establish his lair. So he made a perfect survey and diligent examination of all those reefs and shoals and then found a river entirely protected by a series of cayes and shal- [start p 57] low water. At the mouth of this river he landed with some eighty buccaneers and immediately started to build some houses, surrounding them with a sort of palisade or breastwork, in short, a rude fortress. The adventurous followers of Wallace gave his name to the river on whose banks they established themselves and which name afterwards degenerated into Wallix and ultimately to Belice."""	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d103	^^^	Britannica	art place/Belize sec Introduction para 3	"The name Belize is traditionally believed to have been derived from the Spanish pronunciation of the last name of Peter Wallace, a Scottish buccaneer who may have begun a settlement at the mouth of the Belize River about 1638. It is also possible that the name evolved from the Mayan word belix (“muddy water”) or belikin (“land facing the sea”)."	"Article contributors = William J. Griffith [Emeritus Professor of History, University of Kansas, Lawrence; Director, Center of Latin American Studies, 1970–74. Author of Empires in the Wilderness: Foreign Colonization and Development in Guatemala, 1834–1844], O. Nigel Bolland [Professor of Sociology, Colgate University, Hamilton, New York. Author of Belize; Struggles for Freedom: Essays on Slavery, Colonialism, and Culture in the Caribbean and Central America; and others.], Alfred E. Alford [Managing Director, Media & Marketing Ltd., Belize.]"	Old R	Scottish buccaneer may have begun a settlement	1p	^^^	^^^	about 1638	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d104	^^^	Gibbs	p 23	"The original settlement by the British of this part of the Spanish Main [the portion of the province of Yucatan now known as British Honduras] cannot be authentically traced to any date farther back than the Protectorate of Cromwell, when it was used by them [buccaneers] as a place of retreat from Spanish men-of-war in the desultory warfare carried on by us and that nation in these distant localities, at times without regard to the terms upon which the Courts of Madrid and St. James's happened to be with each other."	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
