Table 1
ID	OID	PRIM	COLLECTED	FORMAT	DATE	DATE	DESCRIPTION	TITLE	TITLE	PLACE	PUB	NAME	NOTE	URL	URL	END	
	S 333	1	1	M	np	^^^	xxx xxx / Coverage of xxx—xxx	xnp	np vol np no np np	^^^	^^^	np	Previously xxx or xnp / = Royal Geographical Society with the Institute of British Geographers / See ARCHON: https://discovery.nationalarchives.gov.uk/details/a/A13531340	https://www.rgs.org/about/our-collections/	^^^	###	
	S 521	1	1	M	np	^^^	xxx xxx / Coverage of 1829—1831	QUESTIONNAIRES RCP	np vol np no np np	^^^	^^^	np	Previously xxx or xnp / See ARCHON: https://discovery.nationalarchives.gov.uk/details/a/A13531157	https://discovery.nationalarchives.gov.uk/details/r/d697b909-2bb7-4e7b-a9a6-ea1b6c95ac75%20/%20http://rcp.adlibhosting.com/Details/archive/110002280	^^^	###	
	S 517	1	1	M	np	^^^	2 feet / Coverage of 1742—1762	John Banister Account Books	np vol np no np np	^^^	^^^	np	Previously xxx or xnp / xnp	https://www.rihs.org/mssinv/Mss919.htm	^^^	###	
	S 519	1	1	M	np	^^^	1 feet / Coverage of 1756—1798	James Card Family Papers	np vol np no np np	^^^	^^^	np	Previously xxx or xnp / xnp	https://www.rihs.org/mssinv/MSS1140.htm	^^^	###	
	S 331	1	1	M	np	^^^	xxx xxx / Coverage of xxx—xxx	Manuscritos de América	np vol np no np np	^^^	^^^	np	Previously Bib Real zzz or xnp / Possibly see Censo-Guía: http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=55804	https://realbiblioteca.es/index.php/es/coleccionesrb	^^^	###	
	S 325	1	1	M	np	^^^	76 vols / Coverage of xxx—xxx	"Manuscritos, Juan Bautista Muñoz"	np vol np no np np	^^^	^^^	np	"Previously RAH Munoz zzz or Real Acad Hist, Col Muñoz, zzz / Signatura 9/4779-4856 / Not located in digitised part of catalogue https://catalogo.rah.es/ / See Censo-Guía: http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=37148"	https://www.rah.es/colecciones-de-manuscritos/	^^^	###	
	S 327	1	1	M	np	^^^	8 vols / Coverage of xxx—xxx	"Manuscritos, América"	np vol np no np np	^^^	^^^	np	Previously xxx or xnp / Signatura 9/1917-1924 / Not located in digitised part of catalogue https://catalogo.rah.es/	https://www.rah.es/colecciones-de-manuscritos/	^^^	###	
	S 329	1	1	M	np	^^^	32 vols / Coverage of xxx—xxx	"Manuscritos, Memorias de Nueva España o Boturini"	np vol np no np np	^^^	^^^	np	Previously xxx or xnp / Signatura 9/4857-4886 y 9/4930-4948 / Not located in digitised part of catalogue https://catalogo.rah.es/	https://www.rah.es/colecciones-de-manuscritos/	^^^	###	
	S 515	1	1	M	np	^^^	1 items / Coverage of 1823—1823	Letter from Mrs M. Angas of Newcastle to the Lord Mayor [of London] on behalf of Thomas...	np vol np no np np	^^^	^^^	np	Previously xxx or xnp / See ARCHON: https://discovery.nationalarchives.gov.uk/details/a/A13532656	https://discovery.nationalarchives.gov.uk/details/r/66e58a17-2ddb-433a-9a3a-02c65135fb5e%20/%20https://web.plymouth.gov.uk/archivescatalogue/archivescatalogue?record=0&criteria=Letter%2520from%2520Mrs%2520M.%2520Angas%2520of%2520Newcastle%2520to%2520the%2520Lord%2520Mayor	^^^	###	
	S 323	1	1	M	np	^^^	1 feet / Coverage of 1844—1863	James Henry Cunningham family papers	np vol np no np np	^^^	^^^	np	Previously xxx or xnp / Not found in online cataloge https://penobscotmarinemuseum.org/museum-collections-database/	https://penobscotmarinemuseum.org/manuscript-collection-pdf-index/	^^^	###	
	S 319	1	1	M	np	^^^	3 feet / Coverage of 1891—1901	Central American Expedition records	np vol np no np np	^^^	^^^	np	Previously xxx or xnp / xnp	https://hollisarchives.lib.harvard.edu/repositories/6/resources/4768	^^^	###	
	S 321	1	1	M	np	^^^	7 feet / Coverage of 1869—1918	Charles P. Bowditch papers	np vol np no np np	^^^	^^^	np	Previously xxx or xnp / xnp	https://hollisarchives.lib.harvard.edu/repositories/6/resources/4763	^^^	###	
	S 305	1	1	M	np	^^^	6 feet / Coverage of 1677—1897	Barton family papers	np vol np no np np	^^^	^^^	np	Previously xxx or xnp / xnp	https://pem.as.atlas-sys.com/repositories/2/resources/124	^^^	###	
	S 307	1	1	M	np	^^^	2 boxes / Coverage of 1780—1827	"Elijah and Jacob Sanderson Papers, 1780-1827, circa 1938, undated"	np vol np no np np	^^^	^^^	np	Previously xxx or xnp / xnp	https://pem.as.atlas-sys.com/repositories/2/resources/587	^^^	###	
	S 309	1	1	M	np	^^^	9 boxes / Coverage of 1720—1915	"Gardner Family Papers, 1720-1915, undated"	np vol np no np np	^^^	^^^	np	Previously xxx or xnp / xnp	https://pem.as.atlas-sys.com/repositories/2/resources/664	^^^	###	
	S 311	1	1	M	np	^^^	3 feet / Coverage of 1684—1858	Goodhue family papers	np vol np no np np	^^^	^^^	np	Previously xxx or xnp / xnp	https://pem.as.atlas-sys.com/repositories/2/resources/111	^^^	###	
	S 313	1	1	M	np	^^^	1 boxes / Coverage of 1784—1823	Papers of Joseph Russell and William Russell	np vol np no np np	^^^	^^^	np	Previously xxx or xnp / xnp	https://pem.as.atlas-sys.com/repositories/2/resources/304	^^^	###	
	S 315	1	1	M	np	^^^	6 feet / Coverage of 1735—1830	Waite family papers	np vol np no np np	^^^	^^^	np	Previously xxx or xnp / xnp	https://pem.as.atlas-sys.com/repositories/2/resources/485	^^^	###	
	S 317	1	1	M	np	^^^	1 boxes / Coverage of 1801—1846	"William Hook Papers, 1801-1846, undated"	np vol np no np np	^^^	^^^	np	Previously xxx or xnp / xnp	https://pem.as.atlas-sys.com/repositories/2/resources/394	^^^	###	
	S 303	1	1	M	np	^^^	14 series / Coverage of 1498—2000	House of Lords: Journal Office: Main Papers	np vol np no np np	^^^	^^^	np	Previously xxx or xnp / See ARCHON: https://discovery.nationalarchives.gov.uk/details/a/A13531051 / Eg HL/PO/JO/10/1/314: https://discovery.nationalarchives.gov.uk/details/r/e54816ee-057e-4041-a46c-9026b9269e39 / Eg HL/PO/JO/10/7/256: https://discovery.nationalarchives.gov.uk/details/r/7bfab8da-351e-4321-a088-be6c1cc693ea / Eg HL/PO/PU/1/1766/7G3n175: https://discovery.nationalarchives.gov.uk/details/r/34ef5b9e-870d-4f63-b4d6-a7808fe6b720 / Possibly eg HL/PO/PU/1/1790/30G3n91: https://discovery.nationalarchives.gov.uk/details/r/d1e17ce3-3e82-42fc-b2fc-e567746bbb8b	http://discovery.nationalarchives.gov.uk/browse/r/h/3eeacff7-c324-4de1-88db-3550038feb19	^^^	###	
	S 513	1	1	M	np	^^^	xxx xxx / Coverage of 1605—1801	RECORDS RE.PROPERTIES IN ADDERBURY AND JAMAICA	np vol np no np np	^^^	^^^	np	Previously xxx or xnp / See ARCHON: https://discovery.nationalarchives.gov.uk/details/a/A13532939	https://archiveshub.jisc.ac.uk/data/gb160-e241/e241/1%20/%20https://apps2.oxfordshire.gov.uk/srvheritage/calmTree/selectNode?calmRef=E241.0001&expPath=E241&offset=5&selectedNode=E241.0001	^^^	###	
	S 301	1	1	P	np	^^^	868 vols / Coverage of 1711—1980	Robert Glass Cleland collection on Latin America	np vol np no np np	^^^	^^^	np	Previously xxx or xnp / xnp	https://researchworks-oclc-org.proxygw.wrlc.org/archivegrid/collection/data/1224190001?p=1&q=honduras+OR+logwood	^^^	###	
	S 12	0	0	A	2021	^^^	np np / Coverage of np—np	"Protecting Foreigners: The Refugee Crisis on the Belize–Yucatán Border, 1847–71"	Law and History Review vol 39 no 1 pp 69–95	^^^	^^^	V. Mongey	Previously Mongey or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/8947379063	https://hollis.harvard.edu/primo-explore/fulldisplay?docid=TN_cdi_webofscience_primary_000629566000003&context=PC&vid=HVD2&search_scope=everything&tab=everything&lang=en_US	###	
	S 16	1	0	A	2020	^^^	np np / Coverage of 132—2017	Caribbean cyclone activity: an annually-resolved Common Era record	Scientific Reports vol 10 no 1 pp 1–17	^^^	^^^	"D. Schmitt, E. Gischler, F. S. Anselmetti, H. Vogel"	Previously Schmitt or xnp / = article no 11780	http://gw.worldcat.org.proxygw.wrlc.org/oclc/8629406538	https://doi.org/10.1038/s41598-020-68633-8	###	
	S 20	0	0	A	2020	^^^	np np / Coverage of np—np	Juan Gallardo: A Native American Buccaneer	Hispanic American Historical Review vol 100 no 2 pp 233–256	^^^	^^^	A. Bialuschewski	Previously Bialuschewski G or Bialuschewski 20 / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/8576364746	https://doi-org.ezp-prod1.hul.harvard.edu/10.1215/00182168-8178200	###	
	S 22	0	0	A	2020	^^^	np np / Coverage of np—np	"Desempeño, estructura y política en la economía de Belice"	Anuario de Estudios Centroamericanos vol 46 no np pp 1–19	^^^	^^^	V. Bulmer-Thomas	Previously Bulmer D or Bulmer 20 / Server down on 28 Jun 2021	https://doi.org/10.15517/aeca.v46i0.43825	https://revistas.ucr.ac.cr/index.php/anuario/article/view/43825	###	
	S 24	0	0	A	2020	^^^	np np / Coverage of np—np	A BACK AND FORTH JOURNEY. DIALOGUES BETWEEN ALEJANDRO JOSEPH DE GUELLE AND JAMES COOK	Anuario de Estudios Centroamericanos vol 46 no np pp 1–19	^^^	^^^	A. E. Cervera Molina	Previously Cervera J or Cervera 20 / xnp	https://doi.org/10.15517/aeca.v46i0.45040	https://doi.org/10.15517/aeca.v46i0.45040	###	
	S 26	0	0	A	2020	^^^	np np / Coverage of np—np	Central American membership: Belize among neighbouring countries	Anuario de Estudios Centroamericanos vol 46 no np pp 1–16	^^^	^^^	"C. Correa Angulo, A. Ramírez Romero"	Previously Correa or xnp / xnp	https://doi.org/10.15517/aeca.v46i0.45027	https://doi.org/10.15517/aeca.v46i0.45027	###	
	S 30	0	0	A	2001	^^^	np np / Coverage of np—np	Agricultural Terrace Productivity in the Maya Lowlands of Belize	La Crosse Journal of Undergraduate Research vol 4 no np pp 105–112	^^^	^^^	S. L. Fischbeck	"Previously Fischbeck or xnp / Further see BA thesis for University of Wisconsin, La Crosse, 2001 Desc = 18 leaves : illustrations ; 28 cm OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/192093940"	https://digitalcollections.uwlax.edu:443/jsp/RcWebImageViewer.jsp?doc_id=3c1bba49-8c02-45b4-b439-dac96b962476/wlacu000/00000013/00000099&pg_seq=1&search_doc=	http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.580.5403&rep=rep1&type=pdf	###	
	S 34	0	0	A	2020	^^^	np np / Coverage of np—np	Colonial Origins of the State in Southern Belize	Anuario de Estudios Centroamericanos vol 46 no np pp 1–26	^^^	^^^	J. Wainwright	Previously Wainwright or xnp / xnp	https://doi.org/10.15517/aeca.v46i0.45072	https://revistas.ucr.ac.cr/index.php/anuario/article/view/45072	###	
	S 36	0	0	A	2019	^^^	np np / Coverage of np—np	BELIZE AND YUCATAN THROUGH TRAVEL STORIES	Península vol 14 no 2 pp 77–98	^^^	^^^	A. E. Cervera Molina	Previously Cervera B or Cervera 19 / xnp	http://www.scielo.org.mx/scielo.php?pid=S1870-57662019000200077&script=sci_abstract&tlng=en	http://www.revistas.unam.mx/index.php/peninsula/article/view/70001	###	
	S 38	0	0	A	2019	^^^	np np / Coverage of np—np	"Loyal Subjects at Empire's Edge: Hispanics in the Vision of a Belizean Colonial Nation, 1882–1898"	Hispanic American Historical Review vol 99 no 1 pp 31–59	^^^	^^^	R. Dutt	Previously Dutt L or Dutt 19 / = Dutt cap xxx	http://gw.worldcat.org.proxygw.wrlc.org/oclc/7991633503	https://doi-org.ezp-prod1.hul.harvard.edu/10.1215/00182168-7287962	###	
	S 42	0	0	A	2019	^^^	np np / Coverage of np—np	Mahogany: New Research on the Wood of Choice in Early Rhode Island Furniture	Yale University Art Gallery Bulletin vol xxx no xnp pp 69–77	^^^	^^^	P. E. Kane	Previously Kane or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/8870763361	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/26899730	###	
	S 44	1	0	A	2019	^^^	np np / Coverage of 1962—2008	Oxygen isotope values of precipitation and surface waters in northern Central America (Belize and Guatemala) are dominated by temperature and amount effects	Earth and Planetary Science Letters vol 284 no 3 pp 435–446	^^^	^^^	"M. S. Lachniet, W. P. Patterson"	Previously Lachniet or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/4922647495	https://doi-org.ezp-prod1.hul.harvard.edu/10.1016/j.epsl.2009.05.010	###	
	S 46	1	0	A	2019	^^^	np np / Coverage of 1950—2014	"Spatial and temporal patterns, trends and teleconnection of cumulative rainfall deficits across Central America"	International Journal of Climatology vol 39 no 4 pp 1940–1953	^^^	^^^	"R. Munoz-Jimenez, J. D. Giraldo-Osorio, A. Brenes-Torres, I. Avendano-Flores, A. Nauditt, H. G. Hidalgo-Leon, C. Birkel"	Previously Munoz-Jimenez or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/8026373749	https://doi-org.ezp-prod1.hul.harvard.edu/10.1002/joc.5925	###	
	S 48	0	0	A	2019	^^^	np np / Coverage of np—np	"Speleothem Paleoclimatology for the Caribbean, Central America, and North America"	Quaternary vol 2 no 1 pp 5–xxx	^^^	^^^	"J. L. Oster, S. F. Warken, N. Sekhon, M. M. Arienzo, M. Lachniet"	Previously Oster or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/7986000435	https://doi.org/10.3390/quat2010005	###	
	S 50	0	0	A	2019	^^^	np np / Coverage of np—np	"A Filtered Past: Interpreting Salt Production and Trade Models from Two Remnant Brine-Enrichment Mounds at the Ancient Maya Paynes Creek Salt Works, Belize"	Journal of Field Archaeology vol 44 no 1 pp 40–51	^^^	^^^	"R. Watson, H. McKillop"	Previously Watson or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/7975706713	https://doi-org.ezp-prod1.hul.harvard.edu/10.1080/00934690.2018.1557993	###	
	S 56	0	0	A	2018	^^^	np np / Coverage of np—np	300 years of hydrological records and societal responses ot droughts and floods on the Pacific coast of Central America	Climate of the Past vol 14 no xnp pp 175–191	^^^	^^^	"A. Guevara-Murua, C. A. Williams, E. J. Hendy, P. Imbach"	Previously Guevara-Murua or xnp / xnp	https://doi.org/10.5194/cp-14-175-2018	https://doi.org/10.5194/cp-14-175-2018	###	
	S 58	0	0	A	2018	^^^	np np / Coverage of np—np	Getting Out of Belize: Britain’s Intractable Military Exit from Central America	Journal of Imperial and Commonwealth History vol 46 no 4 pp 784–813	^^^	^^^	A. Rossiter	Previously Rossiter or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/7810628172	https://doi-org.ezp-prod1.hul.harvard.edu/10.1080/03086534.2018.1452543	###	
	S 60	1	0	A	2017	^^^	np np / Coverage of 1500—1900	Drought and Its Demographic Effects in the Maya Lowlands	Current Anthropology vol 58 no 1 pp 82–113	^^^	^^^	"J. A. Hoggarth, M. Restall, J. W. Wood, D. J. Kennett"	Previously Hoggarth or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/6925796254	https://doi.org/10.1086/690046	###	
	S 64	0	0	A	2017	^^^	np np / Coverage of np—np	Slaves of the Buccaneers: Mayas in Captivity in the Second Half of the Seventeenth Century	Ethnohistory vol 64 no 1 pp 41–63	^^^	^^^	A. Bialuschewski	Previously Bialuschewski or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/6937563010	https://doi-org.ezp-prod1.hul.harvard.edu/10.1215/00141801-3688359	###	
	S 66	0	0	A	2017	^^^	np np / Coverage of np—np	Business As Usual: Maya and Merchants on Yucatán-Belize border at the Onset of the Caste War	Americas vol 74 no 2 pp 201–226	^^^	^^^	R. Dutt	Previously Dutt B or Dutt 17 / = Dutt cap 1 /v Dutt 23 fn 1	http://gw.worldcat.org.proxygw.wrlc.org/oclc/7023178718	https://www-cambridge-org.ezp-prod1.hul.harvard.edu/core/services/aop-cambridge-core/content/view/CF045E93489A07D590188BD66D1EAB63/S0003161517000086a.pdf/div-class-title-business-as-usual-span-class-italic-maya-and-merchants-on-yucatan-belize-border-at-the-onset-of-the-caste-war-span-div.pdf	###	
	S 68	1	0	A	2017	^^^	np np / Coverage of 1970—1999	Observed (1970–1999) climate variability in Central America using a high-resolution meteorological dataset with implication to climate change studies	Climatic Change vol 141 no 1 pp 13–28	^^^	^^^	"H. G. Hidalgo, E. J. Alfaro, B. Quesada-Montano"	Previously Hidalgo or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/6957469628	https://doi-org.ezp-prod1.hul.harvard.edu/10.1007/s10584-016-1786-y	###	
	S 70	0	0	A	2017	^^^	np np / Coverage of np—np	"The Zambos and the Transformation of the Miskitu Kingdom, 1636–1740"	Hispanic American Historical Review vol 97 no 1 pp 1–28	^^^	^^^	J. K. Thornton	Previously Thornton or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/6990476096	https://doi-org.ezp-prod1.hul.harvard.edu/10.1215/00182168-3727364	###	
	S 72	1	0	A	2010	^^^	1 vols / Coverage of xxx—xxx	The UK recession in context — what do three centuries of data tell us?	Bank of England Quarterly Bulletin vol 50 no 4 pp 277–291	^^^	^^^	"S. Hills, R. Thomas"	"Previously UK BE or xnp / For journal, see OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/71364848"	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_gale_infotracacademiconefile_A249148003	https://www.bankofengland.co.uk/statistics/research-datasets%20	###	
	S 74	1	0	A	2016	^^^	np np / Coverage of 0—1950	"An extended and higher-resolution record of climate and land use from stalagmite MC01 from Macal Chasm, Belize, revealing connections between major dry events, overall climate variability, and Maya sociopolitical changes"	"Palaeogeography, Palaeoclimatology, Palaeoecology vol 459 no xnp pp 268–288"	^^^	^^^	"P. D. Akers, G. A. Brook, L. B. Railsback, F. Liang, G. Iannone, J. W. Webster, P. P. Reeder, H. Cheng, R. L. Edwards"	Previously Akers or xnp / Not annually resolved	http://gw.worldcat.org.proxygw.wrlc.org/oclc/6343510990	https://doi-org.ezp-prod1.hul.harvard.edu/10.1016/j.palaeo.2016.07.007	###	
	S 78	0	0	A	2016	^^^	np np / Coverage of np—np	The Origins of the Belize Settlement	Tempus vol 4 no xnp pp 137–160	^^^	^^^	"B. Bulmer-Thomas, V. Bulmer-Thomas"	Previously Bulmer or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/7180426193	^^^	###	
	S 80	0	0	A	2016	^^^	np np / Coverage of np—np	"De antiguos territorios coloniales a nuevas fronteras republicanas: la Guerra de Castas y los límites del suroeste de México, 1821-1893"	Historia Crítica vol 59 no xnp pp 81–100	^^^	^^^	"L. Caso Barrera, M. M. Aliphat Fernández"	Previously Caso or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/6233070341	https://doi.org/10.7440/histcrit59.2016.05	###	
	S 82	0	0	A	2016	^^^	np np / Coverage of np—np	“God Save the King of the Mosquito Nation!” Indigenous Leaders on the Fringe of the Spanish Empire	Ethnohistory vol 63 no 1 pp 71–93	^^^	^^^	W. Gabbert	Previously Gabbert or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/945738110	https://doi-org.ezp-prod1.hul.harvard.edu/10.1215/00141801-3325406	###	
	S 84	1	0	A	2016	^^^	np np / Coverage of 0—0	A mid-Holocene paleoprecipitation record from Belize	"Palaeogeography, Palaeoclimatology, Palaeoecology vol 463 no xnp pp 103–111"	^^^	^^^	"A. L. Pollock, P. E. van Beynen, K. L. DeLong, V. Polyak, Y. Asmerom, P. P. Reeder"	Previously Pollock or xnp / Not annually resolved	http://gw.worldcat.org.proxygw.wrlc.org/oclc/6841375413	https://doi-org.ezp-prod1.hul.harvard.edu/10.1016/j.palaeo.2016.09.021	###	
	S 86	0	0	A	2016	^^^	np np / Coverage of np—np	"El golfo de Honduras: estrategias geopolíticas y militares de una frontera imperial, siglos XVI-XVIII"	Tzintzun vol 65 no xnp pp 9–40	^^^	^^^	R. Reichert	Previously Reichert or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/7881644946	http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-719X2017000100009&lang=es	###	
	S 90	0	0	A	2015	^^^	np np / Coverage of np—np	The Sword and the Olive Jar: Material Evidence of Seventeenth-Century Maya-European Interaction in Central Belize	Ethnohistory vol 62 no 2 pp 333–360	^^^	^^^	"J. J. Awe, C. Helmke"	Previously Awe or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/911136596	https://doi-org.ezp-prod1.hul.harvard.edu/10.1215/00141801-2854369	###	
