Series E 0—548 / Events.
ID	NO	LOSSY	ASSAULT	PART OF	LOWER START	UPPER END	SUMMARY	DESCRIPTION	NEAR	SP	NON—SP	NON—SP	PRESS	CF	VIA	NOTE	LIVES	HELD	MOVED	CRAFT	PROPERTY	OTHER	
E 		0	0		6 Dec 1858	6 Dec 1858	HM Gov disallow public punishment	Sec of State instructs that corporal punishment of criminal snot be made a public spectacle	London					R 64 [6 Dec 1858]	Burdon 3 210	"11 Jul 1858 Arsony reported; 3 persons conviced; 2 sentenced to public flogging fm Market to St. John's Church and back [c 1.5 mi]; met with universal approval of inhabitants /R 55 [Sup to Gov of Jam, 17 Sep 1858]"							
E 		0	0		26 Dec 1858	26 Dec 1858	American filibusters	"American filibuster on schooner Susan, from Mobile for Omoa, with 150 men, wrecked on Glover's Reef, on which Sup returns or removes them to Mobile in HMS Basilisk"	Glover’s					R 65 [26 Dec 1858]	Burdon 3 210	"27 Dec 1858 Commandant at Omoa thanks Sup /R 63 / 27 Dec 1858 Inhabitants of Omoa petition for protection against filibusters form USA /R 63

See Hon letters 16 t 28 Jul 1860 in New York Herald 8745 p1 = 18 Aug 1860 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A11A050B7B120D3F8%40EANX-11B32D39B1FFF128%402400641-11B32D39C340D708%400-11B32D3A218D5EE8%40Interesting%2Bfrom%2BCentral%2BAmerica%2BMovements%2Bof%2BGeneral%2BWalker%2Band%2BHis%2BFilibusters / Roatan letter 3 Aug 1860 in New York Herald 8759 p4 = 1 Sep 1860 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A11A050B7B120D3F8%40EANX-11B32D5812630418%402400655-11B32D582A514468-11B32D58A85D4080 / Hon letter 22 Aug 1860 in Times-Picayune sn p1 = 12 Sep 1860 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1223BCE5B718A166%40EANX-1225DE1201547440%402400666-1224913FC7DC7380%400-1292F3068D94AA67%40Further%2Bfrom%2BHonduras.%2BFears%2Bof%2BWalker%2Band%2BYellow%2BFever%2Bat%2BBelize / Hon letter 24 Aug 1860 in New York Herald 8776 p2 = 18 Sep 1860 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A11A050B7B120D3F8%40EANX-11B32D8A299BF270%402400672-11B32D8A55706740%401-11B32D8B19244F50%40The%2BWalker%2BExpedition%2BInteresting%2BParticulars%2Band%2BDetails-Action%2Bof%2Bthe%2BEnglish%2BAuthorities-Walker%2527s%2BMovements-State%2Bof%2BFeeling

Possibly see, FM BELIZE, HON, Sep 27, 1860. A large number of passengers ... came down ont he packet which arrived on the 10th. Among the passengers were Wm. H. Coffin, C. W. Daseldorff and William Binney, all of whom came down to look after their commercial interests, which were endangered by Walker having taken Truxillo. /New York Herald 8834 p4 = 15 Nov 1860

Hon letter 21 Nov 1860 in New York Herald XXV 349 p10 = 15 Dec 1860 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A11A050B7B120D3F8%40EANX-11B32E43CB62C798%402400760-11B32E4442113490%4011-11B32E45CDAB8EB8%40News%2Bfrom%2BHonduras.%2BOur%2BBelize%2BCorrespondence / Hon letter 5 Dec 1860 in New York Herald Morn Ed 8886 p5 = 7 Jan 1861 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A11A050B7B120D3F8%40EANX-11B972F38E3B5368%402400783-11B972F431DBAC00-11B972F5CFF6FD88 / Hon letter 12 Jan 1861 in New York Herald Morn Ed 8912 p4 = 2 Feb 1861 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A11A050B7B120D3F8%40EANX-11B9728354CBB718%402400809-11B9728409A2DF88%407-11B972871D270B10%40Our%2BHonduras%2BCorrespondence

BELIZE, Feb. 11, 1861. Trade continues dull. In fact, since Walker took Truxillo, Belize has had little or no trade with the interior; and, what is much worse, the debts due fm the interior then are due now, and I fear will always remain due. /New York Herald 8947 p4 = 9 Mar 1861"							
E 		0	0		1 Jan 1859	24 Sep 1859	Soc of Arts est	"Society of Arts established, possibly first learned society in Hon"	Belize T				Times-Picayune XXIII 230 p8 = 20 Oct 1859			"Start date uncertain

BELIZE, Sept. 24, 1859. We have had the usual monotony of Belize stirred by a course of lectures, by CJ Temple, before the Society of Arts. They were well attended, but entirely too deep for the majority of his hearers, many of whom were only interested with the lively anecdotes and stories with which his lectures abounded. /TP XXIII 230

Though possibly see Four in hand Club in Honduras Gazette and Commercial Advertiser sn p3 = 22 Jul 1826 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=WHNPLAN2&docref=image/v2%3A144DE1E40A96BF2D%40WHNPLAN2-144E3DC375DC0660%402388195-144E3C7B3A8D3A30%402-144E3C7B3A8D3A30%40"							
E 		0	0		1 Jan 1859	25 Oct 1866	Henderson Maya Lexicon	"Rev Alexander Henderson, of Baptist Church, completes a 42,000-entry manuscript lexicon of English–Maya vocabulary"	Belize T	Rev Alexander Henderson			Times-Picayune Afternoon sn p2 = 25 Oct 1866	Ass 1863 [27 Mar 1863]	Burdon 3 250	"A GREAT UNDERTAKING.—We learn fm the Colonist, of Brit Hon, that a biblical scholar of the Belize has just completed a manuscript Lexicon of the Maya (Indian) language, spoken by the aborigines of a portion of that country. It contains 21,000 words or [ill]ines, Maya an dEnglish; and a like number of English and Maya--together 42,000. This has cost the author nearly seven years of patient application; and is part of a plan to furnish that portion of the inhabitants of that colony, who speak the Maya language, with useful books. The Book of Books remains untranslated, except the Gospel by Luk, by Mr. Kingdon, and printed by the English Bible Society. The author proposes now to devote his attention to this, an dhopes to give the natives the Word of God in their own language. /TP Afternoon sn

27 Mar 1863. Assy regrets present finances do not warrant grant to Mr. Henderson for publication of a Maya Dictionary. /Ass 1863

19 May 1846 Henderson to Sup. Requests protection in religious and school work, and in translating the Scriptures into the language of the country. /v Burdon 3 87 /R 17"							
E 		0	0		30 Apr 1859	30 Apr 1859	Convention of Guatemala / Aycinena-Wyke Treaty	Inc cession of Bay Islands to Rep of Honduras	Guatemala	P. de Aycinena	Charles Lennox Wyke				Burdon 3 213	"16 Dec 1859 Capt Henry Wray of Royal Engineers appointed to mark survey boundary with Guatemala /v Burdon 3 225 /R 67

29 May 1860 HM Gov repudiate obligation t bear share of expense for construction of road from Guatemala to Atlantic, causing tremendous surprise and ill feeling in Guatemala /v Burdon 3 229 /R 67

17 Aug 1860 Capt Wray begins work on road survey, Manuel Cano appt commissioner for Guatemala /v Burdon 3 231 /R 71 [17 Aug 1860]

Account in New York Herald Morn Ed XXIV 208 p6 = 29 Jul 1859 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A11A050B7B120D3F8%40EANX-11B32B810E897B38%402400255-11B32B815A14F8B0%405-11B32B825E937BF0%40Convention%2Bbetween%2BGreat%2BBritain%2Band%2BGuatemala%2B-%2BCession%2Bof%2Bthe%2BTerritory%2Bof%2BBelize%2Bto%2Bthe%2BEnglish / Liverpool Post 16 Aug 1859 account in New York Herald Morn Ed XXIV 241 p2 = 31 Aug 1859 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A11A050B7B120D3F8%40EANX-11B32BC0D2392D28%402400288-11B32BC100A2F2D8%401-11B32BC18DA35928%40The%2BNew%2BCentral%2BAmerican%2BImbroglio.%2BAnother%2BBritish%2BColony%2B-%2BThe%2BNew%2BBritish%2BMinister%2Bto%2BCentral%2BAmerica / "							
E 		0	0		28 Jan 1860	28 Jan 1860	Treaty of Managua	Inc limited cession of Mos Shore to Nicaragua															
E 		0	0		14 Jul 1860	1 Jun 1861	Bay Islands ceded	"Colony of Bay Islands = Ruatan, Utilla, Bonnaca, Barbaret, Helene, Morat, ceded by Proclamation to Republic of Honduras"	London					Bel G 1860 xxx	Burdon 3 231	"See Bay Islands papers CO 884/1/24–26 Link: http://www.archivesdirect.amdigital.co.uk.ezp-prod1.hul.harvard.edu/Documents/Details/CO%20884_1

Sovereignty handed over at Roatan, 1 Jun 1861, by Sup of Hon to Commandant of Truxillo /v Burdon 3 241 /R 72 [23 May 1861] /R 68 [3 Jun 1861] / Republic of Honduras honours Sup and Commander Salmon with Gold Medals inscribed ""The gratitude of the people of Honduras"" and ""Surrender of the Filibusters 1860"" /R 68 [28 May 1861]

See Hon letter 15 Feb 1860 in New York Herald Morn Ed 8592 p1 = 16 Mar 1860 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A11A050B7B120D3F8%40EANX-11B2CB3117FBDCB0%402400486-11B2CB3128361528%400-11B2CB31828EE840%40Interesting%2Bfrom%2BCentral%2BAmerica%2BOur%2BBelize%2BCorrespondence%2B%255BIllegible%255D%252C%2BHonduras%252C%2BFeb.%2B15%252C%2B1860 / Hon letter 2 Mar 1860 in New York Herald Morn Ed 8607 p8 = 31 Mar 1860 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A11A050B7B120D3F8%40EANX-11B2CB55DFDBD2A0%402400501-11B2CB5648C577D8%408-11B2CB579B960300%40Interesting%2Bfrom%2BCentral%2BAmerica%2BOur%2BRelize%2BCorrespondence%2BBelize%252C%2BHonduras%252C%2BMarch%2B2%252C%2B1860"							
E 		0	0		18 Aug 1860	18 Aug 1860	HM assents to legitimation	"HM assents to ""Act to Legitimate Natural Children by subsequent marriage of their Parents"""	Belize T					Bel G 1860 xxx	Burdon 3 231								
E 		0	0		20 Dec 1860	20 May 1860	US Secessions	"Southern US states secede from Union, forming Confederacy"								"See Belize T–Confederacy trade in 23 Apr 1863 letter in New York Herald XXVIII 133 p1 = 14 May 1863 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A11A050B7B120D3F8%40EANX-11B32FEE0FE15E60%402401640-11B32FEE1E1821D0%400-11B32FEE7A1AE4A8%40News%2Bfrom%2BBritish%2BHonduras.%2Bthe%2BBlockade%2BRunners / See 13 Oct 1863 in New York Herald 9912 p3 = 6 Nov 1863 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A11A050B7B120D3F8%40EANX-125D5E24676B4F00%402401816-125D5E24D0B0CFD8%402-125D5E268AC44960%40Important%2BForm%2Bthe%2BWest%2BIndies%2BArrival%2Bof%2Bthe%2BTubal%2BCain%2BNews%2BForm%2BSt.%2BDomingo%252C%2BPerio%2BRico%252C%2BSt.%2BThomas

See re. Confederate pirates in in Times-Picayune sn p1 = 26 Jan 1864 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1223BCE5B718A166%40EANX-1226131EF77E2958%402401897-12247D630EDDC940-124183026D3E7E4F / in New York Herald sn p4 = 23 Mar 1864 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A11A050B7B120D3F8%40EANX-12A7007AD942FAE0%402401954-12A7007BEB8FE6B8%404-12A7007FC0143F98%40The%2BSituation

BELIZE, Oct. 24, 1865. The ending of your war has finished our turpentine works, and our saw mills for pitch pine lumber are now closed or about to be closed. /New York Herald 10679 p1 = 24 Nov 1865"							
E 		0	0		7 Mar 1861	7 Mar 1861	Sovereignty Memorials	Assembly petition Queen in Council to declare Hon a Colony	Belize T					Ass 1861 [7 Mar 1861]	Burdon 3 234	"We, your Majesty's most dutiful and loyal Subjects the Members of the Legislative Assembly of British Honduras, now in Session, beg leave to represent. 1. That a desire has long been felt in this Settlement by its inhabitants that is should be declared a Colony, as is shewn by a Memorial forwarded to the Superintendent in the year 1850, a copy of which is hereunto annexed. 2. That your Petitioners are led to believe that reasons of State Policy at that time existed to prevent your Majesty acceding tot he prayer of that Memorial in its entirety; ... 3. That your Majesty now exercises complete Sovereignty over this Settlement; ... that full Legislative powers are vested in the Superintendent and Assembly, and all the Royal Prerogatives of the Crown are invariably recognised, admitted, and enforced. 4. That our Courts are now held in a formal and legal manner, with full powers over life and property; that a permanent Civil List has been voted for the use of your Majesty, and charged on a special Revenue, pursuant to the provisions of the Constitution Act 1853, while all the institutions of the Country have been placed on a firm bases; that Registers of British Vessels are now issued by the Registrar under the Imperial Statute; and our Titles to Lands have been made much more secure and easily transferable by Acts lately passed, and which have received your Majesty's Royal assent. All these great changes we look upon as preparatory to, and as evidence of this Settlement being destined at an early day to take the rank of a Colony. ... 8. That your Petitioners humbly submit to your Majesty, tha the time has now arrived when British Honduras should be in name, what it really is in fact, a ""Colony""—all the other rights and privileges of which it now possesses—and when the supervision of the Governor of Jamaica over our affairs should also cease, and a cirect communication be established between the Secretary of State and our future Governors. ... /v Burdon 3 234 /Ass 1861

9 Mar 1861 Inhabitants to HM. Petition revenue from Crown Lands be transferred from Crown Funds to Representatives of the People for local improvement. /R 71

4 Jul 1861 Sec of State does not consider change to Colony expedient /v Burdon 3 241 /R 75

26 Feb 1862 Sec of State unable to cede control and disposal of Crown Lands to Assembly; considers it exceedingly inconvenient to public service if Crown has no power of providing contingent expenses of Gov without recourse to Assembly. /v Burdon 3 245 /Ass 1862 [26 Feb 1862]"							
E 		0	0		12 Feb 1862	12 Feb 1862	HM entitles Hon	HM appoints Frederick Seymour Lieutenant Governor of the Colony of British Honduras	London					R 76 [28 Feb 1862]	Burdon 3 246	"< 24 Dec 1861 Frederick Seymour appointed Sup of Hon /v Burdon 3 242

4 Feb 1862 House of Assembly recognises and appreciates elevation of Settlement to constitutional status of Colony under Lt Gov under Jam; urges there is nothing common between two places and all policital connection should be severed. /v Burdon 3 244 /R 73 / 12 Mar 1862 House of Assembly asks Sup thank HM for recognising Hon as Colony /v Burdon 3 247 /Ass 1862

12 May 1862 HM Letters Patent creating Colony of British Honduras proclaimed; Lt Gov Seymour takes oath as Lt Gov of Colony /v Burdon 3 248 /R 72 [26 Jun 1862]"							
E 		0	0		10 Dec 1862	10 Dec 1862	Cotton trade	First shipment of two bales of cotton = 300 pounds made on the James Welsh to NYC	Belize T				New York Herald XXVIII 31 p2 = 1 Feb 1863			See quality review in New York Herald XXVIII 84 p4 = 26 Mar 1863 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A11A050B7B120D3F8%40EANX-11AE490B41AD0BF0%402401591-11AE490B6ABA6290%403-11AE490C0EBE7D88%40Honduras%2BCotton							
E 		0	0		2 Feb 1863	2 Feb 1863	Leg Ass expands religious freedom	"Legislative Assembly passes Act to allow affirmations in lieu of oaths, though Act is subsequently disallowed, but it or a similar Act finally assented to"	Belize T					Ass 1863 [2 Feb 1863]	Burdon 3 249	"14 Sep 1863 Act disallowed /v Burdon 3 254 /Bel G 1863

17 Feb 1864 Act to renter unsworn testimony admissible in certain cases, and to give relief to persons who may refuse or be unwilling, from conscientious motives, to be sworn, assented to. /v Burdon 3 255 /Bel G 1864"							
E 		0	0		8 Jul 1863	8 Jul 1863	Lt Gov disallows bull fights	Lt Gov directs Magistrate of Northern District to prevent bull baiting and exhibition of any cruelty tending to demoralise inhabitants	Corozal T					R 83 [8 Jul 1863]	Burdon 3 253	"28 Apr 1865 Mag of Northern District warns Corozal T that fighting of animals is contrary to law, infringers liable to fine or imprisonment. /v Burdon 3 261 /R 89

BELIZE, Oct. 24, 1865. Our Indian-Spaniard and negro sugar cultivators, who came fm the State of Yucatan in 1848, are all dissatisfied with our government for breaking up their bull fighting—a sport which they call "" part of their religion,"" and to which they are much attached. /New York Herald 10679 p1 = 24 Nov 1865"							
E 		0	0		19 Sep 1864	19 Sep 1864	Mexico claims Hon	Mexican authorities in Yucatan issue Proclamation claiming Colony as within limits of Mexican Empire	Merida					R 90 [1 Jul 1865]	Burdon 3 262	"17 Aug 1865 HM Envoy to Min of For Affairs of Mexico. HM Gov declares Mexico has no claim whatever to any part of territory of Colony of British Honduras. Minister assures Mexico had never enunciated the pretensions indicated. /v Burdon 3 264 /Bel G 1865

See account in New York Herald 10342 p4 = 21 Dec 1864 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A11A050B7B120D3F8%40EANX-125D5F6EE6D49CE0%402402227-125D5F6F5A926610%403-125D5F70B1365BB0%40The%2B%255BIllegible%255D%2BMuddle / See 24 Mar 1865 letter in New York Herald 10448 p4 = 7 Apr 1865 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A11A050B7B120D3F8%40EANX-125D606211CBB1D0%402402334-125D606278E74A90%403-125D6063CA35B178%40Important%2Bfrom%2B%255BIllegible%255D%2BEnglish%2BTroops%2BLanded%2Bat%2BBelize%2Bto%2BOppose%2BMaximilian%2527s%2BAnnexation%2BDecree / See 14 Mar 1865 letter in New York Herald 10452 p8 = 11 Apr 1865 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A11A050B7B120D3F8%40EANX-125D606DF5F35720%402402338-125D606EEA960210%407-125D6070F6B2B750%40Important%2Bfrom%2BHonduras%2BMarch%2Bof%2B%255BIllegible%255D%2BThousand%2BMexican%2BTroops%2Bfor%2Bthe%2BConquest%2Bof%2BYucatan / See 8 Sep 1865 letter in New York Herald 10641 p1 = 17 Oct 1865 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A11A050B7B120D3F8%40EANX-1265C4174687D060%402402527-1265C4175CB2C958%400-1265C417ECA5AC18%40Important%2Bfrom%2BMexico%2BOur%2BBalize%2BTampico%2Band%2BPuebla%2BCorrespondence"							
E 		0	0		11 Feb 1865	11 Feb 1865	Canul demands rent	"Marcus Canul and Rafael Chan, General and Comandante, respectively, of Santa Cruz, demand payment of $2,000 for 8 years' rent of British Honduras Trading Co for cutting mahogany on British side of Blue Creek [claimed by Canul and Chan as Mexican territory]"	xxx					R 86 [11 Feb 1865]	Burdon 3 259	"14 Dec 1864 Lt Gov reports death of Luciano Zuc, Chief of Chichanha, and elevation of Marcus Canul to Chiefship /v Burdon 3 258 /R 81

5 Jan 1865 Lt Gov reports Santa Cruz Indians close to Hondo /R 91

21 Mar 1865 British Honduras Co Ltd to Canul, Chan. Refuse to pay rent. Offer to pay $250 pa for protection of Company gangs from molestation by third parties. /v Burdon 260 /R 86"							
E 		0	0		21 Feb 1865	21 Feb 1865	Leg Ass restrict Press	Assembly pass resolution withdrawing accomodation to Colonist newspaper reporter for misrepresentation of proceedings	Belize T					"Ass 1865 [24 Feb 1865]
Colonist [Belize] I 9 p2"	Burdon 3 260	Colonist I 9 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=WHNPLAN2&docref=image/v2%3A144E2EFF20E50B4C%40WHNPLAN2-144F7CBAAC00A218%402402293-144F76C909A037D8%401							
E 		0	0		27 Feb 1865	27 Feb 1865	Vice-Admiralty Court est	Letter Patent under sign manual of HM authorise establishment of Vice-Admiralty Court in Colony	Belize T					R 86 [27 Mar 1865]	Burdon 3 260	"Extra-territorial and military jurisdiction of Hon courts eg for crime on high seas, previously denied eg 8 Feb 1803 Barrow to Mags. Re case of seaman from ship Leda, that as Navigation Laws of England do not apply to Settlement, seaman charged with piracy should be sent to Jam. /v Burdon 2 63 /ML B / 31 May 1811 Liverpool to Sup. States not possible to admit ""the claim made by the Magistrates of the Settlement to be upon the same footing in point of the right of Jurisdiction [re trial of soldiers] with the forms of Judicatrue established in the WI Islands."" /v Burdon 2 145 /R I / 30 Nov 1822 Sup to HMS Scout. States there is no Court in Settle capable of trying piracy. /v Burdon 2 269 /R 4B / < 6 Sep 1851 Two persons prev convicted of piracy, Idifonso and Francisco Domingues, released in accordance with orders fm England /Times-Picayune Evening [sn] p2 = 1 Oct 1851"							
E 		0	0		1 Jun 1865	30 Jun 1865	Han Chinese arrivals	"480 Han Chinese from Xiamen immigrate or are transported aboard ship Light of the Age from Xiamen to Belize T, possibly marking first arrival of Chinese to Hon"	"Xiamen, Belize T"					"R 68 [16 May 1865]
R 90 [22 Sep 1865]
Colonist [Belize] I 25 p2 = 17 Jun 1865"	Burdon 3 261	"15 Jul 1864 Lt Gov to Gov of Jam. Emigratino Commission [of Leg Ass] request Emigration Agent in China forward 475 Chinese to Colony [Hon] during coming season /v Burdon 3 257 /R 81

16 May 1865 Gov Emigration Board at Lon to Gov. Reports Ship Light of the Age left Amoy, China for Hon on 8 May 1865, with 445 men, 14 women, 16 boys, 2 girls, 3 infants. /v Burdon 3 261 /R 86 

17 Jun 1865 Forms of Indenture for Chinese Immigrants adopted /Bel G 1865

< 22 Sep 1865 Distubances among Chinese immigrants near Corozal T reported, owing to actions of some [Yuc] refugees /v Burdon 3 264 /R 90 [22 Sep 1865] / < 8 Oct 1865 Allotments granted to Chinese immigrants at Indian Church /v Burdon 3 265 /R 89 [8 Oct 1865]

2 May 1866 Immigration agent reports c 3,000 Chinese distributed among 7 estates /v Burdon 3 269 /Ass 1866 / 23 Oct 1868 Immigration Agent reports, of 474 Chinese landed in 1865, only 211 left /v Burdon 3 310 /R 98

8 May 1867 Lt Gov reports Chinese deserted British Honduras Co campts in New R to Yuc /v Burdon 3 288 /Ass 1867 / 16 Sep 1869 Lt Gov re. desertion of 100 Chinese in 1866 to Santa Cruz; cause = injudicious, unjust, if not cruel, neglect or treatment, bad food, absence of rice, overwork; deserters place captive by Indians, distributed among vars Chiefs; engaged in clearing ground, planting corn; 77 t 80 still at Santa Cruz, 14 dead, 2 murdered, 4 escaped to Spaniards /v Burdon 3 315 /R 98

See 7 Aug 1865 letter in Times-Picayune sn p2 = 15 Sep 1865 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1223BCE5B718A166%40EANX-1224DB3D57991788%402402495-122480976D1F1238%401-12544BCC0BCB6D74%40British%2BHonduras"							
E 		0	0		1 Jul 1865	26 Jul 1865	Eng Parl expands Leg Ass	"English Parliament establishes power of colonial legislatures to regulate administration of Justice, and power of representative legislature to alter its own constitution"	London					Bel G 1865 [6 Sep 1865]	Burdon 3 264	3 Acts passed							
E 		0	0		1 Aug 1865	1 Aug 1865	Leg Ass expand Post	Legislative Assembly or Executive Council or Lt Gov introduce weekly overland postal service for North and West Districts	Belize T					Bel G 1865 xxx	Burdon 3 263								
		0	0		31 Jan 1866	16 Nov 1867	Land tax imposed	"House of Assembly imposes taxes on land and houses via Act to raise a Revenue by a Land and Property Tax, possibly for first time"	Belize T					"Ass 1866 [31 Jan 1866]
Ass 1867 [16 Nov 1867]"	"Burdon 3 267, 297"								
E 		0	0		23 May 1866	21 Nov 1866	Defence Memorials	"House of Assembly appeals HM Gov to pay for any expences in procuring liberation of Marcus Canul captives and to provide men effectually for protection of Colony, which HM Gov rebuts citing burden of self-defence attendant with self-governemnt, on which House capitulate"	Belize T					"Ass 1866 [21, 23 May 1866]"	Burdon 3 270	"7 Jan 1865 HM Gov offer to pay half of net cost of maintenance of an armed steamer for protection of Hondo /v Burdon 3 259 /R 87

21 May 1866 Executive Council urges Assembly to contribute definite sum, annually, towards defence of Colony. /Ass 1866 

23 May 1866 House resolves That the honour of the Imperial Government is as much concerned in resenting attacks on the Inhabitants of the Colony as upon any other part of the Queen's Dominions ... That an appeal be made to HM's Gov ... /Ass 1866

5 Jun 1866 Lt Gov to Gov of Jam. Reports refusal of House to contribute towards an armed steamer, rejection of a Militia Bill, refusal of all monetary aid towards defence /R 92 / 7 Jun 1866 Lt Gov to Gov of Jam. Reports House statement that finances of Colony were unequal to the strain owing to state of transition from logging to sugar and tobacco, and to difficulties arising from a foreign country, beyond control of the Colony. /R 92

19 Nov 1866 Lt Gov to House. Reports Sec of State message, viz, HM Gov regard claims upon Crown for protection amply met by offer of the Crown to share cost of an Armed Steamer and to station troops at Belize; that the offer, having been rejected, HM Gov cannot admit House to place any portion of responsibility for protection of Colony upon Crown; that the Colony must understand that it cannot be permitted to dictate to HM Gov the nature of protection to be given by Crown; that if Assembly sees fit to refuse co-operation with HM Gov, they must prepare for that self protection which is the correlative of self-reliance; that Lt Gov instructed to withdraw Garrison if Assembly does not enact Bill [providing for armed steamer] within 1 month. ... /v Burdon 3 273 /Ass 1866

21 Nov 1866 Armed Steamer Bill passed. House reply to Lt Gov message on Bill— That it had no intention to dictate to HM Gov; that, appalled at prospect of being left to such means of defence as Colonists may themselves provide, House yielded to an irresistible pressure; House nearly unanimously convinced that an armed steamer is utterly inadequate. /Ass 1866

See 24 Oct 1865 letter in New York Herald 10679 p1 = 24 Nov 1865 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A11A050B7B120D3F8%40EANX-1265C47C20876098%402402565-1265C47C362D7608%400-1265C47CEB4FF3A0%40Central%2BAmerica%2BTerrible%2BGale%2Bon%2Bthe%2BMosquito%2BCoast

BELIZE, Feb. 16, 1866. Our Leg Assy is again in session, and it is now apparent to that august body that their lavish expenditure of the public money for the last ten years has now come to an end, for the best of all reasons—the money is all spent; and after borrowing some two hundred thousand dollars we are not to resort to personal taxes—house taxes, land taxes, store taxes, shop taxes, and an increase of our duties fm five to ten per cent. /New York Herald 10790 p2 = 16 Mar 1866

Belize, 28 Jul 1866. Colonial affairs are not very promising. Property was burdened with government taxes, and there was a general desire to avoid the payment of the imposts. /New York Herald 10955 p6 = 28 Aug 1866"							
