Series S 0—960 / Primary and secondary sources which are not deposited series or collections.
ID	NO	PRIM	COLL	TYPE	ALT ID	CITED	PERIOD	PERIOD	SIZE	UNITS	ITEM	REPOSITORY	CITY	COUNTRY	IMPRINT	CITY	COUNTRY	FIRST PUB	LAST PUB	AUTHORS	EDITORS	JOURNAL	V	I	VIA	NOTE	LINK	END	
S 56	56	0	0	A	Guevara-Murua	727	np	np	np	np	300 years of hydrological records and societal responses ot droughts and floods on the Pacific coast of Central America	np	np	np	np	np	np	2018	np	"A. Guevara-Murua, C. A. Williams, E. J. Hendy, P. Imbach"	np	Climate of the Past	14	xnp	xnp	xnp	https://doi.org/10.5194/cp-14-175-2018 	###	
S 854	854	1	0	P	Haefkens	0	xxx	xxx	1	vols	"Centraal Amerika : uit een geschiedkundig, aardrijkskundig en statistiek oogpunt beschouwd"	np	np	np	xxx	Dordrecht	Netherlands	1832	np	xnp	xnp	np	np	np	Barke 16 182	"Sp edition by Theodora J. M. van Lottum, Guatemala, Editorial Universitaria, 1969"	Dutch: https://www.google.com/books/edition/Centraal_Amerika/QEwCAAAAYAAJ?hl=en&gbpv=1&printsec=frontcover	###	
S 750	750	1	0	P	Halle	1	xxx	xxx	1	vols	"Transcaribbean A Travel Book of Guatemala, El Salvador, British Honduras"	np	np	np	xxx	New York	USA	1936	np	L. J. Halle Jr.	xnp	np	np	np	xnp	xnp	https://hdl.handle.net/2027/mdp.39015028695255	###	
S 88	88	0	0	P	Hanna	5	np	np	1	vols	"Pirate Nests and the Rise of the British Empire, 1570-1740"	np	np	np	xxx	Chapel Hill	USA	2015	np	M. G. Hanna	xnp	np	np	np	xnp	xnp	https://muse-jhu-edu.ezp-prod1.hul.harvard.edu/book/44065/ 	###	
S 874	874	1	0	S	Hansard	3	1803	2021	693	issues	Hansard’s Parliamentary Debates	np	np	np	xxx	London	UK	1803	2021	np	np	np	np	np	UK Parliament	xnp	https://hansard.parliament.uk	###	
S 460	460	0	0	P	Haring	41	np	np	1	vols	Buccaneers in the West Indies in the Seventeenth Century	np	np	np	xxx	London	UK	1910	np	C. H. Haring	xnp	np	np	np	xnp	xnp	http://www.gutenberg.org/ebooks/19139	###	
S 772	772	1	0	A	Harlow	6	1642	1645	np	np	"The voyages of Captain William Jackson, 1642-5   / "	np	np	np	np	np	np	1924	np	xnp	np	Camden Miscellany	13	xnp	RHS Catalogue	"= Camden Third Series, volume XXXIV /RHS Catalogue Link: https://royalhistsoc.org/publications/camden-series/ "	file:///Users/angelnavidad/Downloads/harlow1924.pdf	###	
S 754	754	0	0	P	Harrington	1	np	np	1	vols	The New York merchant on the eve of the Revolution	np	np	np	xxx	New York	USA	1935	np	V. D. Harrington	xnp	np	np	np	xnp	xnp	1964 Ed: https://archive.org/details/newyorkmerchanto0000harr 	###	
S 518	518	0	0	P	Harris	9	np	np	1	vols	A summer on the borders of the Caribbean Sea	np	np	np	xxx	New York	USA	1860	np	J. D. Harris	xnp	np	np	np	xnp	2 vols?	Gutenberg: http://www.gutenberg.org/files/53418/53418-h/53418-h.htm / HathiTrust: https://hdl.handle.net/2027/loc.ark:/13960/t6155db19	###	
S 918	918	1	0	S	HC d	0	1715	2021	xxx	issues	House of Commons Papers	np	np	np	xxx	London	UK	1715	2021	np	np	np	np	np	ProQuest / UK Parliamentary Papers	Place of publication assumed	https://parlipapers-proquest-com.ezp-prod1.hul.harvard.edu/parlipapers/search/basic/hcppbasicsearch?accountid=11311	###	
S 584	584	1	0	P	Henderson	6	xxx	xxx	1	vols	"An account of the British settlement of Honduras : being a view of its commercial and agricultural resources, soil, climate, natural history, &c. : to which are added, sketches of the manners and customs of the Mosquito Indians, preceded by the journal of a voyage to the Mosquito shore ..."	np	np	np	xxx	London	UK	1809	np	xnp	xnp	np	np	np	xnp	xnp	Gale: https://link.gale.com/apps/doc/CY0102004169/SABN?u=camb55135&sid=SABN&xid=76d2c636 / Google 1 ed: https://www.google.com/books/edition/_/jZM-AQAAMAAJ?hl=en&gbpv=1&pg=PP7&dq=An+account+of+the+British+settlement+of+Honduras / Google 2 ed: https://www.google.com/books/edition/_/bhwTAAAAYAAJ?hl=en&gbpv=1	###	
S xxx	xxx	0	0	T	Hernandez	xon	np	np	np	np	Guatemala–Belice: Crisis de las relaciones fronterizas (linea imaginaria) a partir de la independencia de Belice	np	np	np	U de San Carlos	Guatemala	Guatemala	2002	np	R. R. Hernandez Santos	np	np	np	np	xnp	xnp	http://biblioteca.usac.edu.gt/tesis/28/28_0253.pdf 	###	
S 960	960	1	0	P	Herrera	2	1492	xxx	4	vols	Historia general de los hechos de los castellanos en las islas i tierra firme del mar oceano 	np	np	np	xxx	Madrid	Spain	1601	1615	xnp	xnp	np	np	np	xnp	1730 edition in 8 vols at Gale/Sabin Americana	Gale/Sabin Americana v1: https://link.gale.com/apps/doc/CY0111567515/SABN?u=camb55135&sid=SABN&xid=3acb195c	###	
S 68	68	1	0	A	Hidalgo	2	xxx	xxx	np	np	Observed (1970–1999) climate variability in Central America using a high-resolution meteorological dataset with implication to climate change studies	np	np	np	np	np	np	2017	np	"H. G. Hidalgo, E. J. Alfaro, B. Quesada-Montano"	np	Climatic Change	141	xnp	xnp	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.1007/s10584-016-1786-y 	###	
S xxx	xxx	1	0	P	HMC	0	xxx	xxx	xxx	vols	"Royal Commission on Historical Manuscripts, Reports"	np	np	np	xxx	London	UK	1870	2004	xnp	xnp	np	np	np	xnp	Guide Link: https://onlinebooks.library.upenn.edu/webbin/book//lookupname?key=Great%20Britain%2E%20Royal%20Commission%20on%20Historical%20Manuscripts	xxx	###	
S 868	868	1	0	P	Hodgson	16	xxx	xxx	1	vols	"Some Account of the Mosquito Territory, contained in a Memoir, written in 1757, while that country was in possession of the British"	np	np	np	xxx	Edinburgh	UK	1822	np	R. Hodgson	xnp	np	np	np	xnp	xnp	xxx	###	
S 60	60	1	0	A	Hoggarth	54	xxx	xxx	np	np	Drought and Its Demographic Effects in the Maya Lowlands	np	np	np	np	np	np	2017	np	"J. A. Hoggarth, M. Restall, J. W. Wood, D. J. Kennett"	np	Current Anthropology	58	1	xnp	xnp	https://doi.org/10.1086/690046 	###	
S 860	860	1	0	P	Hon Alm	7	1826	1839	6	vols	Honduras Almanack	np	np	np	xxx	Belize	Belize	1826	1839	xnp	xnp	np	np	np	Burdon 1	"Vols for 1826, 1827, 1828, 1829, 1830, 1839 / 1826 Extract Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A145EB27AE90296CD%40EANX-14CA6E8DB2A50AC8%402389038-14CA67053AA11820%403 / 1829 Link: http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_8627122_000/ldpd_8627122_000.pdf"	xnp	###	
S 802	802	1	0	P	Hon Hnd	11	1888	1930	8	vols	Handbook of British Honduras	np	np	np	xxx	London	UK	1889	1930	xnp	xnp	np	np	np	xnp	"Vols for 1888–89, 1889–90, 1890–91, 1891–92, 1892–93, 1925 / = Handbook of the British West Indies, British Guiana and British Honduras 1926–27, 1929–30"	v 1: https://www.google.com/books/edition/The_Handbook_of_British_Honduras/Z5YvAAAAMAAJ?hl=en	###	
S 612	612	1	0	P	Honestus	0	1739	1741	1	vols	"The profit and loss of Great Britain in the present war with Spain : from July 1739, to July 1741 : in a letter to a friend"	np	np	np	xxx	London	UK	1741	np	xnp	xnp	np	np	np	xnp	"Printed for J. Roberts, ..."	https://link.gale.com/apps/doc/U0100790139/MOME?u=camb55135&sid=MOME&xid=a90ee074	###	
S xxx	xxx	0	0	T	Hoshino	xon	np	np	np	np	La independencia de Belice y la proclamación del Corolario Padilla Nervo 	np	np	np	U of Tokyo	Tokyo	Japan	2006	np	I. R. Hoshino	np	np	np	np	xnp	xnp	http://univ.obihiro.ac.jp/~romero/english/_userdata/ajel2009romero.pdf 	###	
S 614	614	1	0	P	Hume	1	xxx	xxx	1	vols	"A state of the rise and progress of our disputes with Spain, and of the conduct of our ministers relating thereto"	np	np	np	xxx	London	UK	1739	np	H. Hume	xnp	np	np	np	xnp	xnp	Gale: https://link.gale.com/apps/doc/U0100762380/MOME?u=camb55135&sid=primo&xid=79d48de6&pg=9 / Readex: https://docs-newsbank-com.ezp-prod1.hul.harvard.edu/openurl?ctx_ver=z39.88-2004&rft_id=info:sid/iw.newsbank.com:EAIX&rft_val_format=info:ofi/fmt:kev:mtx:ctx&rft_dat=147E02B46D4A3148&svc_dat=Evans:eaidoc&req_dat=B425E5B32E784515BC5AAA87BC16A340 	###	
S xxx	xxx	0	0	P	Humphreys	0	np	np	1	vols	"The Diplomatic history of British Honduras, 1638-1901"	np	np	np	Oxford University Press	London	UK	1961	np	R. A. Humphreys	np	np	np	np	xnp	xnp	https://ufdc.ufl.edu/UF00099184/00001	###	
S 726	726	1	0	P	HURDAT	20	xxx	xxx	xxx	xxx	xxx	np	np	np	xxx	Miami	USA	1959	xxx	xnp	xnp	np	np	np	xnp	By National Oceanic and Atmospheric Administration	xnp	###	
S 432	432	0	0	A	Hussey	3	np	np	np	np	Spanish Reaction to Foreign Aggression in the Caribbean to about 1680	np	np	np	np	np	np	1929	np	R. D. Hussey	np	Hispanic American Historical Review	9	3	xnp	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/2506623	###	
S 426	426	1	0	P	Huxley	0	xxx	xxx	1	vols	Beyond the Mexique Bay	np	np	np	xxx	London	UK	1934	np	xnp	xnp	np	np	np	xnp	xnp	1950 ed: https://archive.org/details/in.ernet.dli.2015.183033/page/n5/mode/2up	###	
S 138	138	0	0	P	Ibarra	xon	np	np	1	vols	"Del arco y la flecha a las armas de fuego: Los indios mosquitos y la historia centroamericana, 1633–1786"	np	np	np	xxx	San José	Costa Rica	2011	np	E. Ibarra Rojas	xnp	np	np	np	xnp	xnp	xxx	###	
S 706	706	0	0	P	Ingram	1	np	np	2	vols	"Sources of Jamaica History, 1655-1838: A Bibliographic Survey with Particular Reference to Manuscript Sources"	np	np	np	xxx	Zug	Switzerland	1976	1976	K. E. Ingram	xnp	np	np	np	"Knigh, Hist xvii n8"	xnp	xxx	###	
S 894	894	1	0	P	Jam Act d y	0	1681	1788	7	vols	"Acts of Assembly, passed in the island of Jamaica"	np	np	np	xxx	Kingston	Jamaica	1738	1790	xnp	xnp	np	np	np	xnp	"Inc 1681 to 1737 by John Baskett / 1681 to 1754 for Curtis Brett and Co. / 1681 to 1768 by Lowry and Sherlock / 1770 to 1783 for James Jones by Lewis and Eberall / 1681 to 1769 by Alexander Aikman, in 2 vols / 1784 to 1788 by Alexander Aikman"	xnp	###	
S 876	876	1	0	S	Jam G	0	1794	2021	xxx	issues	Gazette	np	np	np	xxx	Kingston	Jamaica	1794	2021	np	np	np	np	np	xnp	Gazettes 1794–1968 in CO 141 / Gazette notices 1718 to c 1755 in Weekly Jamaica Courant / c 1745 to c 1775 in Jamaica Gazette / c 1760 to c 1776 in Kingston Journal / c 1781 to c 1836 in Royal Gazette	xnp	###	
S xxx	xxx	0	0	P	James	xon	np	np	1	vols	The Rise and Fall of the British Empire	np	np	np	xnp	London	UK	1994	np	L. James	np	np	np	np	Veliz 37	xnp	1997 ed: /Users/angelnavidad/Downloads/Lawrence James - The Rise and Fall of the British Empire-St. Martin's Griffin (1997).epub	###	
S 774	774	1	0	P	Jameson	3	1638	1772	1	vols	Privateering and Piracy in the Colonial Period	np	np	np	xxx	New York	USA	1923	np	xnp	xnp	np	np	np	xnp	Edited by J. F. Jameson	http://www.gutenberg.org/files/24882/24882-h/24882-h.htm	###	
S 842	842	1	0	P	Jarves	0	xxx	xxx	1	vols	"Scenes and Scenery in the Sandwich Islands, and a Trip Through Central America Being Observations from My Note-book During the Years 1837-1842"	np	np	np	xxx	Boston	USA	1843	np	xnp	xnp	np	np	np	xnp	xnp	https://www.google.com/books/edition/Scenes_and_Scenery_in_the_Sandwich_Islan/dawbaX-jbt4C?hl=en&gbpv=0	###	
S 150	150	0	0	P	Jarvis	3	np	np	1	vols	"In the Eye of All Trade Bermuda, Bermudians, and the Maritime Atlantic World, 1680-1783"	np	np	np	xxx	Williamsburg	USA	2010	np	M. J. Jarvis	xnp	np	np	np	xnp	xnp	https://muse-jhu-edu.ezp-prod1.hul.harvard.edu/book/41104	###	
S 650	650	0	0	P	Jay	1	np	np	1	vols	The Unfortunate Colonel Despard	np	np	np	xxx	London	UK	2004	np	M. Jay	xnp	np	np	np	xnp	xnp	xxx	###	
S 776	776	1	0	P	JBOT	0	1704	1782	14	vols	"Board of Trade and Plantations, Journal"	np	np	np	xxx	London	UK	1920	1938	xnp	xnp	np	np	np	xnp	xnp	https://www.british-history.ac.uk/search/series/jrnl-trade-plantations 	###	
S 884	884	1	0	P	Jefferys	1	xxx	xxx	1	vols	"The West-India atlas, or, A compendious description of the West-Indies : illustrated with forty correct charts and maps, taken from actual surveys : together with an historical account of the several countries and islands which compose that part of the world, their discovery, situation, extent, boundaries, product, trade, inhabitants, strength, government, religion, &c."	np	np	np	xxx	London	UK	1775	np	xnp	xnp	np	np	np	xnp	xnp	Book: https://link.gale.com/apps/doc/CY0110763069/SABN?u=camb55135&sid=SABN&xid=f28b570d / Map of Hon: https://www.davidrumsey.com/luna/servlet/detail/RUMSEY~8~1~2799~310048:The-Bay-of-Honduras--By-Thos--Jeffr#  / Map of Hon: https://www.davidrumsey.com/luna/servlet/detail/RUMSEY~8~1~1924~120030:Bay-of-Honduras-?qvq=w4s:/when%2F1776;q:%3D%22Honduras%22;lc:RUMSEY~8~1&mi=0&trs=1 / Map of Rat: https://www.davidrumsey.com/luna/servlet/workspace/handleMediaPlayer?qvq=w4s%253A%252Fwhen%252F1775%253Bq%253A%253D%2522Honduras%2522%253Blc%253ARUMSEY%257E8%257E1&trs=3&mi=2&lunaMediaId=RUMSEY~8~1~2809~310058	###	
S 914	914	1	0	P	Johnson	19	1629	1724	2	vols	A General History of the Robberies and Murders of the most notorious Pyrates	np	np	np	xxx	London	UK	1724	1724	xnp	xnp	np	np	np	xnp	"Capt Charles Johnson alias Daniel Defoe? Nathaniel Mist? / See Arne Bialuschewski, Papers of the Biogaphical Society of America 98(sn), ""Daniel DeFoe, Nathaniel Mist, and 'A General History of the Pyrates'"" [2004] / Enlarged editions published 1726, xxx eg 1742 ed"	Gale/ECCO: https://link.gale.com/apps/doc/CW0103162468/ECCO?u=camb55135&sid=ECCO&xid=c44a58e0 / Gutenberg: http://www.gutenberg.org/files/40580/40580-h/40580-h.htm  / 1742 ed: https://link.gale.com/apps/doc/CB0131063729/ECCO?u=camb55135&sid=bookmark-ECCO&xid=37a614cd&pg=107	###	
S 284	284	0	0	P	Jones 1	75	np	np	1	vols	Maya Resistance to Spanish Rule	np	np	np	xxx	Albuquerque	USA	1989	np	G. D. Jones	xnp	np	np	np	xnp	See list of frays mentioned in Jones 1 in Graham 314–322	file:///Users/angelnavidad/Downloads/Grant%20D.%20Jones%20-%20Maya%20resistance%20to%20Spanish%20rule_%20Time%20and%20history%20on%20a%20colonial%20frontier-University%20of%20New%20Mexico%20Press%20(1989).pdf	###	
S 224	224	0	0	P	Jones 2	4	np	np	1	vols	Conquest of the Last Maya Kingdom	np	np	np	xxx	Stanford	USA	1998	np	G. D. Jones	xnp	np	np	np	xnp	xnp	https://hdl-handle-net.ezp-prod1.hul.harvard.edu/2027/heb.03515	###	
S 700	700	1	0	P	Jones 3	1	1654	1656	1	vols	Anthropology and History in Yucatán	np	np	np	xxx	Austin	USA	1977	np	xnp	G. D. Jones	np	np	np	Jones 1	Cap 2 = primary source for 1654–1656	https://hdl-handle-net.ezp-prod1.hul.harvard.edu/2027/heb.03643	###	
S 370	370	0	0	T	Jones 70	0	np	np	np	np	Los Cañeros: Sociopolitical Aspects of the History of Agriculture in the Corozal Region of British Honduras	np	np	np	xxx	xxx	xxx	1970	np	G. D. Jones	np	np	np	np	xnp	xnp	http://search.proquest.com.ezp-prod1.hul.harvard.edu/dissertations-theses/los-caneros-sociopolitical-aspects-history/docview/302391777/se-2?accountid=11311	###	
S 320	320	0	0	A	Joseph	53	np	np	np	np	John Coxon and the Role of Buccaneering in the Settlement of the Yucatán Colonial Frontier	np	np	np	np	np	np	1980	np	G. M. Joseph	np	Terrae Incognitae	12	1	xnp	xnp	file:///Users/angelnavidad/Library/Mobile%20Documents/com~apple~Preview/Documents/joseph1980%20copy.pdf	###	
S 354	354	0	0	A	Joseph 74	1	np	np	np	np	British Loggers and Spanish Governors: The Logwood Trade and Its Settlements in the Yucatan Peninsula: Part I	np	np	np	np	np	np	1974	np	G. M. Joseph	np	Caribbean Studies	14	2	xnp	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/25612609	###	
S 338	338	0	0	A	Joseph 76	0	np	np	np	np	British Loggers and Spanish Governors: The Logwood Trade and Its Settlements in the Yucatan Peninsula: Part II	np	np	np	np	np	np	1976	np	G. M. Joseph	np	Caribbean Studies	15	4	xnp	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/25612722	###	
S 322	322	0	0	A	Joseph 80	xon	np	np	np	np	John Coxon and the Role of Buccaneering in the Settlement of the Yucatan Colonial Frontier	np	np	np	np	np	np	1980	np	G. M. Joseph	np	Terrae Incognitae	12	xnp	xnp	xnp	file:///Users/angelnavidad/Downloads/joseph1980.pdf	###	
S 586	586	0	0	P	Juarros	2	np	np	1	vols	Compendio de la historia de la ciudad de Guatemala	np	np	np	xxx	Guatemala	Guatemala	1808	np	D. Juarros	xnp	np	np	np	xnp	xnp	https://www.google.com/books/edition/Compendio_de_la_historia_de_la_ciudad_de/Uk4CAAAAYAAJ?hl=en&gbpv=0	###	
S 264	264	0	0	T	Judd	3	np	np	np	np	Elite Reproduction and Ethnic Identity in Belize	np	np	np	xxx	xxx	xxx	1992	np	K. Judd	np	np	np	np	xnp	xnp	https://academicworks.cuny.edu/gc_etds/3898	###	
S 42	42	0	0	A	Kane	5	np	np	np	np	Mahogany: New Research on the Wood of Choice in Early Rhode Island Furniture	np	np	np	np	np	np	2019	np	P. E. Kane	np	Yale University Art Gallery Bulletin	xxx	xnp	xnp	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/26899730 	###	
S xxx	xxx	1	0	P	Kapp	0	xxx	xxx	1	vols	Central America : Early maps up to 1860	np	np	np	K. S. Kapp Publications	North Bend	USA	1974	np	K. S. Kapp	np	np	np	np	xnp	xnp	https://archive.org/details/centralamerica00kappguat	###	
S 166	166	1	0	A	Katai	xon	xxx	xxx	np	np	English smuggling activities in the official and private documents	np	np	np	np	np	np	2009	np	T. Kasai	np	Hersetec	3	1	xnp	"Jam, Bos Fleet data 1680–1722 fm CO 142/13–14, CO 5/848 not extractible"	file:///Users/angelnavidad/Downloads/3-1_笠井(E).pdf	###	
S 810	810	1	0	P	Kemble	2	1775	1781	2	vols	The Kemble papers	np	np	np	xxx	New York	USA	1884	1885	xnp	xnp	np	np	np	xnp	Could not locate vol 1	Google v2: https://www.google.com/books/edition/Journals_of_Kemble_brigadier_general_in/0LwTAAAAYAAJ?hl=en&gbpv=1&printsec=frontcover	###	
S 130	130	1	0	A	Kennett	3	xxx	xxx	np	np	Development and disintegration of Maya political systems in response to climate change	np	np	np	np	np	np	2012	np	"D. J. Kennett, S. F. M. Breitenbach, V. V. Aquino, Y. Asmerom, J. Awe, J. U. L. Baldini, P. Bartlein, B. J. Culleton, C. Ebert, C. Jazwa, M. J. Macri, N. Marwan, V. Polyak, K. M. Prufer, H. E. Ridley, H. Sodemann, B. Winterhalder, G. H. Haug"	np	Science	338	6108	xnp	Inc sub-annually resolved time series	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/41703897	###	
S 788	788	1	0	P	Kernkamp	3	xxx	xxx	1	vols	"Bijdragen en mededelingen van het Historisch Genootschap, v 29, Zweedsche archivalia uitgegeven door G. W. Kernkamp"	np	np	np	xxx	Amsterdam	Netherlands	1908	np	xnp	xnp	np	np	np	Goslinga	xnp	https://www.dbnl.org/tekst/_bij005190801_01/_bij005190801_01_0005.php	###	
S xxx	xxx	0	0	P	Killingray	0	np	np	1	vols	Maritime Empires: British Imperial Maritime Trade in the Nineteenth Century	np	np	np	Boydell Press	Rochester	USA	2004	np	xnp	"D. Killingray, M. Lincoln, N. Rigby"	np	np	np	Anderson 07 234 fn 66	2004 = New Edition	https://wrlc-gwu.primo.exlibrisgroup.com/permalink/01WRLC_GWA/1j51gk4/alma9965963953604107	###	
S 698	698	0	0	P	King	113	np	np	1	vols	A postal history of Belize	np	np	np	xxx	Belize	Belize	1981	np	E. W. King	xnp	np	np	np	xnp	xnp	https://ufdc.ufl.edu/UF00095455/00001	###	
S xxx	xxx	0	0	P	King C	0	np	np	1	vols	Coban and the Verapaz : history and cultural process in Northern Guatemala	np	np	np	Tulane U	New Orleans	USA	1974	np	A. R. King	xnp	np	np	np	Lujan 2 640	xnp	https://archive.org/details/cobanverapazhist0000king/page/n5/mode/2up	###	
S 908	908	1	0	P	Knight	9	xxx	xxx	1	vols	"The state of the island of Jamaica. Chiefly in relation to its commerce, and the conduct of the Spaniards in the West-Indies. Address'd to a member of Parliament. By a person who resided several years at Jamaica"	np	np	np	xxx	London	UK	1726	np	xnp	xnp	np	np	np	xnp	Printed for H. Whitridge	https://link.gale.com/apps/doc/U0100618230/MOME?u=camb55135&sid=MOME&xid=62daebbf	###	
S 624	624	1	0	P	"Knight, Hist"	8	1494	1746	1	vols	"The Natural, Moral, and Political History of Jamaica, and the Territories thereon Depending: From the First Discovery of the Island by Christopher Columbus to the Year 1746"	np	np	np	xxx	Charlottesville	USA	2021	np	J. Knight	J. P. Greene	np	np	np	xnp	"From BL Add MS 12418, Add MS 12419 /Knight, Hist xviii"	https://doi-org.ezp-prod1.hul.harvard.edu/10.2307/j.ctv1hhj104 	###	
S 250	250	0	0	P	Kupperman	12	np	np	1	vols	"Providence Island, 1630-1641: the other Puritan colony"	np	np	np	xxx	Cambridge	UK	1993	np	K. O. Kupperman	xnp	np	np	np	xnp	xnp	https://hdl-handle-net.ezp-prod1.hul.harvard.edu/2027/heb.00270	###	
S 142	142	0	0	A	Kupperman 11	xom	np	np	np	np	The Love-Hate Relationship with Experts in the Early Modern Atlantic	np	np	np	np	np	np	2011	np	K. O. Kupperman	np	Early American Studies	9	2	xnp	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/23547648	###	
S 916	916	1	0	P	Labat	0	xxx	xxx	6	vols	Nouveau voyage aux isles de l'Amérique	np	np	np	xxx	Paris	France	1722	1722	xnp	xnp	np	np	np	Gallica	1742 edition in 8 vols available at Gallica	Gale/Making Modern World v1: https://link.gale.com/apps/doc/U0100566201/MOME?u=camb55135&sid=MOME&xid=46a2a40e / Gallica v1: https://gallica.bnf.fr/ark:/12148/bpt6k9800377b	###	
S 44	44	1	0	A	Lachniet	2	xxx	xxx	np	np	Oxygen isotope values of precipitation and surface waters in northern Central America (Belize and Guatemala) are dominated by temperature and amount effects	np	np	np	np	np	np	2019	np	"M. S. Lachniet, W. P. Patterson"	np	Earth and Planetary Science Letters	284	3	xnp	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.1016/j.epsl.2009.05.010 	###	
